ID,EN,TH
NAILSMITH_SPARE_TEXT,Allow the Nailsmith to find a new calling,
DREAM_BROKEN_VESSEL_TITLE,Peace,
SOULFUL_TITLE,Soulful,
WHITE_DEFENDER_TEXT,Defeat White Defender,
NIGHTMARE_GRIMM_TEXT,Defeat the Nightmare King and complete the Ritual,
ASCENSION_TITLE,Ascension,
HIDDEN_ACHIEVEMENT,This achievement is hidden,
NAILSMITH_KILL_TITLE,Purity,
ATTUNEMENT_TEXT,Collect 600 Essence,
GRIMM_TITLE,Grand Performance,
WORLDSOUL_TITLE,Worldsoul,
WATCHER_TITLE,Watcher,
HORNET_1_TITLE,Test of Resolve,
MOURNER_TITLE,Solace,
BROKEN_VESSEL_TITLE,Release,
BLESSED_TEXT,Acquire all Charms and receive Salubra's blessing,
PROTECTED_TEXT,Acquire 4 Mask Shards,
FK_DEFEAT_TEXT,Defeat the False Knight,
PANTHEON3_TITLE,Focus,
SPEED_COMPLETION_TEXT,Achieve 100% game completion and finish the game in under 20 hours,
HORNET_2_TITLE,Proof of Resolve,
ZOTE_TEXT,Defeat Zote in the Colosseum of Fools,
HUNTER_2_TEXT,Receive the Hunter's Mark,
ENDING_C_TITLE,Dream No More,
COMPLETION_TITLE,Completion,
ATTUNEMENT_TITLE,Attunement,
DUNG_DEFENDER_TITLE,Honour,
PROTECTED_TITLE,Protected,
NAILSMITH_KILL_TEXT,Slay the Nailsmith with the Pure Nail,
COLOSSEUM_2_TITLE,Conqueror,
WHITE_DEFENDER_TITLE,Memory,
ENDING_B_TEXT,Defeat the Hollow Knight with Hornet by your side,
STAG_STATION_HALF_TITLE,Connection,
MOURNER_TEXT,Bring peace to the Grey Mourner,
ENDINGD_TITLE,Embrace the Void,
HUNTER_2_TITLE,True Hunter,
FK_DEFEAT_TITLE,Falsehood,
TEACHER_TEXT,Destroy Monomon the Teacher,
HORNET_1_TEXT,Defeat Hornet in Greenpath,
ENCHANTED_TITLE,Enchanted,
MASKED_TEXT,Acquire all Mask Shards,
COMPLETIONGG_TEXT,Achieve 112% game completion and finish the game.,
SPEEDRUN_1_TITLE,Speedrun 1,
PANTHEON2_TITLE,Inspiration,
AWAKENING_TEXT,Collect 1800 Essence and awaken the Dream Nail,
COLOSSEUM_1_TITLE,Warrior,
BANISHMENT_TEXT,Banish the Grimm Troupe from Hallownest,
SPEEDRUN_2_TEXT,Complete the game in under 5 hours,
COLLECTOR_TEXT,Defeat the Collector,
PANTHEON3_TEXT,Complete the Pantheon of the Sage,
ASCENSION_TEXT,Collect 2400 Essence and hear the Seer's final words,
ENCHANTED_TEXT,Acquire half of Hallownest's Charms,
SOUL_MASTER_DEFEAT_TEXT,Defeat the Soul Master,
HUNTER_1_TEXT,Record all of Hallownest's creatures in the Hunter's Journal,
GRIMM_TEXT,Defeat Troupe Leader Grimm,
QUIRREL_EPILOGUE_TITLE,Witness,
SPEED_COMPLETION_TITLE,Speed Completion,
SPEEDRUN_1_TEXT,Complete the game in under 10 hours,
BROKEN_VESSEL_TEXT,Defeat the Broken Vessel,
ZOTE_TITLE,Rivalry,
QUIRREL_EPILOGUE_TEXT,Spend a final moment with Quirrel,
GREY_PRINCE2_TEXT,Complete the Grey Prince's shrine,
MASKED_TITLE,Masked,
PANTHEON4_TEXT,Complete the Pantheon of the Knight,
SPEEDRUN_2_TITLE,Speedrun 2,
PANTHEON1_TITLE,Brotherhood,
METAMORPHOSIS_TITLE,Metamorphosis,
TEACHER_TITLE,Teacher,
NEGLECT_TEXT,Leave Zote to die,
DREAM_BROKEN_VESSEL_TEXT,Defeat the Lost Kin,
DREAM_FK_TEXT,Defeat the Failed Champion,
NAILSMITH_SPARE_TITLE,Happy Couple,
GRUBFRIEND_TITLE,Grubfriend,
GREY_PRINCE_TEXT,Defeat Grey Prince Zote,
ENDINGD_TEXT,Ascend the Pantheon of Hallownest and take your place at its peak,
STAG_STATION_ALL_TITLE,Hope,
GREY_PRINCE2_TITLE,"Truth, Beauty and Hatred",
COMPLETION_TEXT,Achieve 100% game completion and finish the game,
ENDING_B_TITLE,Sealed Siblings,
BLESSED_TITLE,Blessed,
COLOSSEUM_3_TEXT,Complete the Trial of the Fool,
BEAST_TITLE,Beast,
ENDING_C_TEXT,Defeat Radiance and consume the light,
TRAITOR_LORD_TITLE,Execution,
HORNET_2_TEXT,Defeat Hornet in Kingdom's Edge,
ACH_TEXT_TEST,This is a test achievement description,
CHARMED_TEXT,Acquire your first Charm,
WHITE_DEFENDER2_TEXT,Win your place in the White Defender's dreams,
DUNG_DEFENDER_TEXT,Defeat the Dung Defender,
MAP_TEXT,Acquire a map of each area,
COMPLETIONGG_TITLE,Pure Completion,
STEELSOUL_TITLE,Steel Soul,
COLOSSEUM_3_TITLE,Fool,
STEELSOUL_COMPLETION_TITLE,Steel Heart,
BELIEVE_TAB_14,"Daniel ""Ithzerian"" Goldberg<br><br>May your heart stay faithful and your will relentless. The sun will shine again. Do not fall prey to despair, and do not be led astray.",
BELIEVE_TAB_01,Carlo Camera<br><br>No time to rest. Push past your best.,
BELIEVE_TAB_32,"Lunerlad<br><br>Wait! Don't leave. I have snacks. Come on, you know you want to join me. Why else would you still be reading this plaque?",
BELIEVE_TAB_55,Void the Dark<br><br>Let your hardships strengthen you on your journey.,
BELIEVE_TAB_29,Kiwan<br><br>Nobody who steals our grubs shall live!,
BELIEVE_TAB_27,"Claw<br><br>A Mantis shunned for his deformed arms. His weapon of choice was a fearsome claw blade. Yet as quickly as he came, he vanished.",
BELIEVE_TAB_46,Stephanie Viglione<br><br>This is a piece of cake.,
BELIEVE_TAB_28,Jonathan Nguyen<br><br>Dream an endless dream of wonder and joy.,
BELIEVE_TAB_33,"Malcolm Treadwell<br><br>Amidst the dark, how will your fire burn? Warm the weary? Guide the aimless? Shelter those without? You can define just how long and bright you burn.",
BELIEVE_TAB_45,Sphiron<br><br>Mistake not the awesome and terrible majesty of the seas of Ire. They are only shallows fringing vast oceans of wrath.,
BELIEVE_TAB_62,"Joel Segura<br><br>It's all about not breaking, when you're already broken.",
BELIEVE_TAB_57,"The Loved Ones of Atra<br><br>Atra, we made it thanks to you. We will always remember you.",
BELIEVE_TAB_40,Protegerre<br><br>Keep going. Never falter. The light is always with you.,
BELIEVE_TAB_37,"Nathan Davis<br><br>Brave one. Do not neglect your nail. If you treat it well, it will never let you down. But remember; a nail has no power unless the one who wields it has courage. Believe in yourself!",
BELIEVE_TAB_56,Joni Kunelius<br><br>Trust in yourself and you will succeed. Trust in people and you will prosper.,
BELIEVE_TAB_61,Michael Clemmer<br><br>Philosopher,
BELIEVE_TAB_63,Ayden Exell<br><br>Let this be a message of inspiration to all. Conquer the world and all within it. Good luck and goodbye!,
BELIEVE_TAB_26,"Jibs Monteef<br><br>Good luck, skeleton!",
BELIEVE_TAB_36,"Miguel A. Garcia Jr.<br><br>Look Alexia, I am here!",
BELIEVE_TAB_06,"Anders Ekermo<br><br>An explorer and an artist until the plague took his dreams. Stripped of his soul, he walked into the land above never to return.",
BELIEVE_TAB_16,"David Huntus<br><br>We live in a time of achievement, built by dreamers, believers, and those who had vision to develop the future.",
BELIEVE_TAB_09,Benjamin Flow<br><br>We are stripped of history and heritage. Become the chosen king to bring forth light.,
BELIEVE_TAB_19,"Samu<br><br>Be the person you would like to meet. If our life is but a spark in the eyes of gods, lets blind them at least once.",
BELIEVE_TAB_08,Baron Robert Apples<br><br>Death unknown. First of his kind to enslave a Gantrus. Return possessions to this point if found.,
BELIEVE_TAB_18,"Earl Armstrong<br><br>May we cross nails in the afterlife young knight, but not too soon for there is much work to be done. I place hope in your future success.",
BELIEVE_TAB_30,"Hawk<br><br>No matter how dark your travel becomes, never lose the light in your unwavering spirit.",
BELIEVE_TAB_59,Tiso Spencer<br><br>I know...,
BELIEVE_TAB_41,Raphael Semchechen Neto<br><br>The most merciful thing in the world is the inability of our insect minds to correlate all of their contents.,
BELIEVE_TAB_58,Donald Lynch<br><br>A world lost to decay holds many secrets for one who is brave enough to find them.,
BELIEVE_TAB_24,Irvin Guevara<br><br>You can really do anything you set your mind to. Just look around you!,
BELIEVE_TAB_25,Ivan Blasco Navarro<br><br>I told you I was sick.,
BELIEVE_TAB_35,"Mighty Horace<br><br>I dream of times far brighter than now, but I am dead! My memories will be of distant green lands long gone.",
BELIEVE_TAB_05,"Amy Linsamouth<br>Amy was a renowned writer in Hallownest. She was murdered by her own sister, Amone Linsamouth. If you see Amone, give her a hug. She hates hugs.",
BELIEVE_TAB_15,Dario<br><br>Danger is all around you.,
BELIEVE_TAB_04,Matthew Gooley<br><br>One... Two... Three... Go!,
BELIEVE_TAB_03,"Murmuring Depths<br><br>Breathe close upon the ashes, it may be flames will flare.<br>Light an extinguished ember, for one that you remember,<br>And ten that you forget.",
BELIEVE_TAB_07,"Assisting Knight<br>He was the greatest warrior to never land the killing blow himself. Instead he sat by and let others enjoy the glory of victory. With so much time passed, no one remembers his name.",
BELIEVE_TAB_17,Viju<br><br>All that is not saved will be lost.,
BELIEVE_TAB_44,"Sparo<br><br>No matter how hard the journey is, you only fail when you give up. No enemy can defeat the will of a strong warrior.",
BELIEVE_TAB_54,Kcin<br><br>This shrine is dedicated to four warriors.<br>May their spirits rest in peace and their deeds never be forgotten.,
BELIEVE_TAB_47,"StevRayBro<br><br>Look at this world around you, isn't it beautiful?",
BELIEVE_TAB_34,"Max Bertsos<br><br>Not all roads are easy but every road is worth travel, for who knows what you find in doing such, but forget not where you started.",
BELIEVE_TAB_49,Papa<br><br>We need more growth.,
BELIEVE_TAB_21,Grant Holt<br><br>The Hollow Knight comes. Wander through darkness and dread. Your legend is forged in shadow. Hallownest is calling.,
BELIEVE_TAB_31,Lukas Daniel Klausner<br><br>Ever tried? Ever failed? No matter. Try again. Fail again. Fail better.,
BELIEVE_TAB_20,Gaim<br>A dark past is nothing in the face of the ever radiant potential of the present. Go Knight. Go... and don't ever let your past keep you from your dreams.,
BELIEVE_TAB_11,"Cameron Dorman<br><br>Though all things must end, Hallownest will stand forever as a tomb of gods and bugs, a monument to all they have achieved.",
BELIEVE_TAB_23,"Haupströmable<br>Have you ever heard of a being called the Oro? Rumour has it that it once roamed these dark caves. As terrifying as he may have been, he also fell to the great plague.",
BELIEVE_TAB_10,Berserker the Hero<br><br>A hero is someone that does more than just help others in need.,
BELIEVE_TAB_22,Greg Wiggleton<br><br>All hail the hollow of the night!,
BELIEVE_TAB_13,Chris Diggins<br><br>Hm... what's going on here? I'm not really sure. But I bet you can figure it out. Good luck!,
BELIEVE_TAB_02,Thomas C<br><br>Stars and Dust.,
BELIEVE_TAB_12,Chase Hammett<br><br>The boundaries which divide Life and Death are at best shadowy and vague. Who shall say where one ends and the other begins?,
BELIEVE_TAB_43,Ryan Wells<br><br>Praise this light.,
BELIEVE_TAB_51,Karlo<br><br>You should never become fully hollow.,
BELIEVE_TAB_42,Reenz<br><br>And to think I nearly missed out on my reward.,
BELIEVE_TAB_52,Zubug<br><br>Can you feel the storm? It's coming...,
BELIEVE_TAB_39,Niels van Meerendonk<br><br>There is no easy way from the earth to the stars.,
BELIEVE_TAB_60,FreakOrama<br><br>The life of the knight is ended by the strike.,
BELIEVE_TAB_38,Nicholas Reeves<br><br>My family is the most important thing to me.,
BELIEVE_TAB_50,"Sir Prise<br>Where darkness spreads, with plague that looms; in places where you find no moon;<br>below, where it is always night; the land shall need a Hollow Knight.",
BELIEVE_TAB_48,"Suppeedi<br><br> When you are at a Crossroads, be sure the path you choose is the right one to follow so that your destination won't have you regret the trip.",
BELIEVE_TAB_53,Daljit of Norn.<br><br>The Collective lives on.,
BANKER_CANCEL,"Changed your mind? Well, come back any time.",
BANKER_FAREWELL,Goodbye then. Stay safe.,
BANKER_DREAM_SPA,"...Oohh no... Leave me be, creepy little thing...",
BANKER_DEPOSIT,Well done dearie! I'll keep your Geo safe. ,
BANKER_BALANCE_ZERO,"I--I've nothing left...I ahhh, I suppose, ahh, you might be on your way now then?<page>Y-y-yes, I think that would be b-best...",
BANKER_GREET,Hello dearie! Keen to do some banking?,
BANKER_REMEET,"Have you reconsidered opening an account? Losing Geo is a terrible thing.<page>You'll be much more confident out there in the big, dangerous world, knowing it's safe with me.",
BANKER_ACCT_OPEN,"You're a smart one. Next time some dreadful beastie gets the best of you, you'll be glad to know your Geo's safe within my shel- errr...my vault.<page>Now let's do some banking.",
BANKER_SPA_GREET,"Wah? Oh... you- you're back. I just thought, when you left, that was the last I'd... ahh... see of you.<page>It's just... ahh... your Geo issue. You should know, it was a big stress on me as well. Such a stress in fact, that I've left the banking game for good.",
BANKER_ACCT_DECLINE_AGAIN,"Still not interested? You're far too hesitant. Make bold decisions and follow them through, that's the trick to seeing your Geo grow. ",
BANKER_MEET,"Hello there dearie. I was about to close up shop and run, till you came along. I provide a banking service if you're interested.<page>Losing one's Geo is a terrible thing and it's so much more likely if you carry it about on yourself.<page>My vault is much more secure. In all my time as a banker, I've never lost a single Geo!<page>Maybe you'd considered opening an account?",
BANKER_SPA_MEET,"Oh...A-ah, hello again d-dearie. Fancy running into you he-here.<page>Is it your Geo you're after? We-ll you see, it's ahhhhh. It's a sad thing, but...It's gone. All spent.<page>The cost of running a bank can be high, so I had to charge a somewhat large service fee to your account.<page>Perfectly legitimate, of course. Just part of the whole banking deal...ah ha ha...ha.<page>But...ahh..thank you so much for visiting me, and run along now won't you. If you allow me some privacy, I'll be done here soon. Then you can have the spa all to yourself.",
BANKER_BALANCE_ZERO_REPEAT,...I think I might j-j-just rest right here a little while. Yes I think that would be best.,
BANKER_ACCT_DECLINE,I understand. It's difficult to part with hard won Geo. I'll be here if you change your mind.,
BANKER_ACCT_NOTENOUGH,"Oh, hang on. You don't have enough Geo to buy an account, sadly. Once you've collected 100 Geo, come straight back and we'll get your account opened up.",
BANKER_WITHDRAW,Thanks for the withdrawal. Don't go spending it all at once!,
BANKER_SPA_REPEAT,"...No h-hard feelings, okay?",
BANKER_DREAM,...When next to return to that delightful spa?...The waters so ease the tension in my shell...,
CHARMSLUG_TRUTH,"My dapper gadfly, would you care to know how charms are made? I don't often tell my customers, what with the truth being a little morbid. But you're a sharp one so you may have guessed already.<page>Few ways a charm appears but mainly it's from final wish, a dying bug's potent desire crystallised into these gorgeous, powerful trinkets.<page>Now don't go getting too sad. There are exceptions of course, and really, it's quite beautiful, makes them all the more precious. Mmhhmm.<page>Just think of all the little bug souls that went into creating your collection! It's like a crowd of strangers in your pouch, or purse, or...err....wherever it is you keep them.",
CHARMSLUG_DREAM,"...Dear dear, I really must hold it together, must appear calm, but this creature... is just divine...",
CHARMSLUG_MEET_3A,"Mmm... What were we talking about? Oh yes, Charms! I can see you've started your own collection. Very nice! I'll show you some of my own, and you can take one home with you if you like!",
CHARMSLUG_MEET_1,"Ooooooooooooohhhhhhh, you surprised me! Hello, hello! Come in, sweetling! Come in and make yourself at home.",
CHARMSLUG_MEET_3B,"Mmm... What were we talking about? Oh yes, Charms! I'm surprised a stylish little gadfly like yourself isn't wearing any, actually.<page>Charms are gorgeous, mystical, one-of-a-kind accessories with a spark of power woven into their cores. Just wearing one is enough to change your life! You'll do things you never thought possible!<page>Take a look at some of the Charms I have for sale. You can take one home with you if you like!",
CHARMSLUG_OVERCHARM,"It's a bit of a sin to wear too many Charms at once, isn't it? Sometimes less is more! Mmmm!<page>Yes, you shouldn't try to cram on more Charms than you can handle. The effect could be positively overwhelming!",
CHARMSLUG_COMBO,"Do you wear a lot of Charms at once? It's a lot of fun isn't it, mixing and matching them to get the perfect combination?<page>I don't know whether you've noticed, but some Charms seem to like each other. Yes! Mmm! When Charms like each other, they shine even brighter and sing even more sweetly!<page>Even more reason to try all sorts of fun and surprising combinations of Charms! Mmmmmmm! You'll show me whenever you have a new favourite, right?",
CHARMSLUG_BLESSING_1,"My dear. A blessing for you. With your excessive patronage and those startling good looks, you've more than earned it. ",
CHARMSLUG_NOSTOCK,"Goodness, goodness. You've gone and bought all my lovely charms! What a stunning, colourful collection you've amassed. Mmmmmm! You're even more the attractive bug, clad in all those wonderful, sparkling things.<page>I may have nothing more to give, but you must come back and visit from time to time. Such a dashing figure frequenting my store. I bet the whole village is jealous. Mmm hmm!",
CHARMSLUG_MEET_2,"I'm Salubra, and this is my cosy little Charm store. Did the townfolk out there tell you to come and visit me? Mmm, yes! This is a lovely little village isn't it? Warm and intimate and full of life.",
CHARMSLUG_NOTCH_AVAIL_1,"Ooooooooooooohhhhhhh, you're building up quite the Charm collection, aren't you? Quite the little connoisseur. I'd bet you'd like to wear more Charms at once, hmm? I've got a special item for sale that I think you'll be very, verrrry interested in! Mmm! ",
CHARMSLUG_NOTCH_AVAIL_2,"Oooohhhh! You flamboyant little gadfly! Your Charm collection has expanded quite a bit, hasn't it? I think it's about time you bought another Notch so you can wear more Charms at once. Go on... spoil yourself! Mmmm!",
CHARMSLUG_NOTCH_AVAIL_3,Oooohhhh! Your charm collection is getting positively enormous! I'm so jealous! I think it's about time you bought another Notch so you can wear more Charms at once. Go on... spoil yourself! Mmmm!,
CHARMSLUG_NOTCH_AVAIL_4,"Mmmmmmmmm! Look at you! Every time I see you, you've collected even more Charms! I think it's about time you bought another Notch so you can wear more Charms at once. Go on... spoil yourself! Mmmm!",
CHARMSLUG_BLESSING_2,Mmmmmm yess... I hope my blessing brings you everything you desire! Don't be a stranger sweetums.,
CHARMSLUG_REPEAT,"It's rare enough that someone enters my store, but even rarer to meet one so striking!<page>Those impressive horns! That fierce weapon. The air of mystery! Ooooh. It's enough to make me swoon.",
FUNGAL_WASTES_GREET,"Ahh my short friend, you've caught me at the perfect time. I'm just about finished charting these noxious caverns.<page>Very territorial types make their homes within this area. I'd suggest avoiding them where possible.<page>Further below some strange thin creatures gave me quite a scare. They seemed an intelligent bunch.<page>In my youth I'd have braved their caves but I fear my matured physique wouldn't be able to outrun them were they to turn violent.",
GREENPATH_GREET,"Isn't this a contrast from the Crossroads? Such a humid, lively place. The roads twist and turn in the most wonderful ways.<page>I've done my best to chart the area ahead, though I must admit some of the area's inhabitants proved quite a nuisance.",
CROSSROADS_BOUGHT,"How are you finding my map? I've tried to fill out as much as I can, but every map is a work in progress.<page>If you'd like to fill out some of the map yourself you can purchase some mapping supplies from my wife up in Dirtmouth. We've set up a little store to help make ends meet.",
MINES_GREET,Come to scale the mountain? I've heard tale of a summit way up there. Too far for me though and I'm not really one for heights. ,
CORNIFER_AGAIN_DP,Y-you want to buy a map after all?,
CROSSROADS_GREET,"Hello again! Still winding your way through these beautiful highways? Just imagine how they must have looked during the kingdom's height, thick with traffic and bustling with life! I wish I could have seen it.<page>Oh, and I suppose I should ask... are you interested in buying a copy of my map for this area...?",
FUNGAL_WASTES_BOUGHT,There's a potent odour about these caverns and far worse for me I suspect. My trunk is quite sensitive whereas you don't seem to possess a scent organ of any kind.<page>Is it that you cannot smell at all?,
CLIFFS_GREET,"Enjoying the bracing air? We're quite close to Hallownest's borders and those desolate plains that surround it. <page>In this direction, I'm about as far as I'm willing to go, though it's been a pleasant change from the tight confines of the caverns.<page>I've drawn out a small map for the area. It's a simple one and more for completion really. Not knowing the full extents of a region can be quite frustrating.",
FOG_CANYON_GREET,"Ho ho! As odd as much of Hallownest can be, there's a whole new level of strangeness about these caves.<page>Did you see that dark gate below? It's quite unsettling to be near. I did my best to avoid it.<page>Fortunate for me, I found another route in, though I did end up a little singed after wading through some acid.",
MINES_BOUGHT,I jabbed myself on one of those crystals back there. Awful sharp they are and all over the place. You'd best watch yourself if you're heading up. ,
WATERWAYS_BOUGHT,I'd wager these pipes and chambers were once used to carry the city's waste. Would've been a horrid stench down here. Thankfully that constant rain has flushed them clean. ,
DREAM,...To chart the world. What joy... If only Iselda could share the thrill...,
ABYSS_GREET,"Old caverns these ones. Can't you just feel the weight of the kingdom above? It's a heavy thing alright. <page>I reckon not many'd reach these depths. We're pioneers you and I, at least in recent history.",
CORNIFER_ISELDA,"A map can be a useful thing, but it alone won't show you where you are. If you've not the head for directions, I suggest purchasing a compass from my wife, Iselda.<page>She's just now opening our new map shop in Dirtmouth, selling all sorts of useful things to wanderers like yourself. She'll even sell some of my old maps from time to time.<page>I pop back to see her whenever I finish mapping an area. She's always so excited to see me.",
DEEPNEST_GREET,"This p-place gives me the creeps. Vicious little creatures burst out all o-over the place and the passages are a dark, twisting maze.<page>Unless you're well prepared, I'd urge you to leave, though if you're feeling strong enough to descend, would you like to buy my map?",
DEEPNEST_BOUGHT,W-w-what a horrid warren of angry beasts. It's going to take a whole lot of effort to climb out of this dark pit. I think I-I'll hide here a little longer. ,
FOG_CANYON_BOUGHT,"There's a large building just below here, out in the middle of a lake and a marvel to observe.<page>I tried to head in, but it's become a nest for those slimey, see-through creatures.<page>Ugh. They're just so... gross, and they give a nasty shock to touch. ",
CORNIFER_INTRO_1,"Oh, by the way, I haven't introduced myself have I? Yes, I should apologise for that. When you spend a lot of time by yourself, with just your own thoughts, you forget the niceties of conversation.",
CORNIFER_NOT_ENOUGH_DP,N-not enough Geo?,
CORNIFER_REFUSE_DP,N-not interested in the map?,
OUTSKIRTS_GREET,"Isn't this a cosy hole? I've been venturing about that wilderness beside here and thought a moment's break was well called for.<page>The landscape's all rather serene this side of the city, though the inhabitants are as ferocious as ever. ",
CITY_BOUGHT,"We've both come far to reach this grand place. While I'm about these buildings, I must remember to collect a trinket or two for Iselda.  ",
CORNIFER_REFUSE,"Not interested, then? Yes, quite understandable. Exploring without a map, finding your own way through unknown caverns... All very nourishing for the soul.<page>Perhaps we'll meet again on our travels.",
CORNIFER_INTRO_2,"My name is Cornifer, and I've always loved exploring the world. Why, when I was first hatched I wandered off immediately, leaving my brothers and sisters and poor mother behind! <page>That's why as soon as I could I moved to Dirtmouth with my wife. A huge, unending Kingdom to explore right on our doorstep. Who could resist?<page>Anyway, I'll let you return to your travels. With a little luck, we'll meet again. Be safe and farewell!",
CORNIFER_MEET_DP,"Hh-hello. I'm Cornifer. I'm a m-mapper by trade. I've tried to chart the dense nest beneath here b-b-but it's proving too dangerous for a bug like me.<page>Vicious little creatures burst out all o-over the place and the passages are a dark, twisting maze. Even with my good head for direction, I-I-I've had enough<page>Unless you're well prepared, I'd urge you to leave, though if you're feeling strong enough to descend, would you like to buy m-my meagre map?",
CARD,"Sorry I missed you! If you're feeling lost, why not pop up to our store in Dirtmouth and purchase a map of this area? Available now for an excellent price!<br>                                                             - Cornifer",
ROYAL_GARDENS_GREET,"Have you heard of Hallownest's Queen? Apparently these gardens were once her retreat.<page>Now some vicious types are crawling all over the place and the plants have grown wild.<page>As inhospitable as it is, I've enjoyed my travels here. Care to see my efforts?",
CORNIFER_PROMPT,Purchase a map of the area?,
CLIFFS_BOUGHT,I chanced upon a strange bug atop these cliffs. His house isn't far from here. <page>A very imposing figure he was and no doubt lethal with a Nail. I suspect you two might share more in common than him and I.,
ROYAL_GARDENS_BOUGHT,There's a Stag Station at the heart of these gardens. I would've taken my rest there if someone hadn't gone and locked the door. ,
GREENPATH_BOUGHT,"I ran into another traveller as I made my way down here. I tried to call out to her as she dashed past but she barely even glanced in my direction. Not an appreciater of maps like you and I, obviously.",
CORNIFER_MEET,"Hmm? Ah, hello there. Come down to explore these beautiful old ruins? Don't mind me.<page>I've a fondness for exploring myself. Getting lost and finding your way again is a pleasure like no other. We're exquisitely lucky, you and I.<page>I'm a cartographer by trade, and I'm working on mapping this area right now. Would you like to buy a copy of my work so far?",
WATERWAYS_GREET,"Ho ho! Aren't these waterways thrilling? A labyrinth of pipes and tunnels.<page>I couldn't have asked for a better place to employ my talents. It's all so orderly, so considered, nothing like the crude irregularity of those caverns.<page>Ahh but so sad, my trunk is telling me those Fungal Wastes are close and I sense my damp adventure may have reached its end. Guess I'll be calling this map done.",
CORNIFER_AGAIN,Hmm? Have you changed your mind about buying a map?,
ABYSS_BOUGHT,It's a long trek back to the shop from here. I'll be resting my legs a little longer.<page>Not too long though! It won't do to have Iselda worrying after me.,
CITY_GREET,"Isn't this a change from those twisting natural caverns? The rain does cast something of a sadness upon it all but the architecture is simply splendid.<page>Charting such a different space is quite the challenge, though one I've eagerly undertaken.<page>Perhaps you'd care to purchase a copy of my achievements so far? ",
OUTSKIRTS_BOUGHT,"Judging by this wall, the city's folk seemed hesitant to build further into these caverns. I wonder what kept them at bay?",
CORNIFER_NOT_ENOUGH,"You don't have enough Geo? Ah, I understand. I'd give you the map as a gift, but I don't think my wife would be very happy if I did. ""All our food is made of Geo"", as they say.",
DIVINE_NOTENOUGH,No Geo... why? Why don't you have enough Geo?,
GRIMMSYCOPHANT_INSPECT,The corpse of a large bug.,
ISELDA_GRIMM,"Have you seen them? The travellers who set up camp outside of town?<page>I was interested at first, not a lot has been happening lately. But they have a... sinister feeling to them. You can feel it, right?<page>I've told Cornifer he's not to speak to them. His heart and his mind are a little too open sometimes.",
PROMPT_FRAGILE_HEART,Give Fragile Heart charm?,
IGOR_FINAL,...Mrmm.<page>Very good. The child burns with flame.<page>Master... is waiting for you. Mrmm.,
QUEEN_GRIMMCHILD,"Ahh, that creature beside. It would be naive to claim it friend, though you two share a... similarity? It is a distant link, one words would strain to convey.<page>For it to cling to you now... You've been consumed in the Ritual of that scarlet clan.<page>In what poor moment they descend upon our ruin. Aid their propagation, if you so choose, but do not renege on the larger task this kingdom implores.",
DIVINE_OFFER_2,"Again...? You're so greedy for gifts! Poor little lovely. Give me your Geo, and I will give you your gift.",
BRUMM_REMINDER,You wish to see the Master? Return with the child full of flame and he shall appear.,
GRIMM_BATTLE_3,"Dance with me, my friend. The crowd awaits. Show them you are worthy of a starring role!",
