ID,EN,TH
FUNG_CORPSE_PRISON,...I'm sorry...,
SHADE_BEAST_01,...Void... Power... Without unity...,
COL_CORPSE_ACID_03,...Can't...Lose?...,
GRUB_BOTTLE_DREAM,...Home...,
RANDOM_POEM_STUFF,"In wilds beyond they speak your name with reverence and regret,For none could tame our savage souls yet you the challenge met,Under palest watch, you taught, you changed. Base instincts were redeemed,A world you gave to bug and beast as they had never dreamed.                                                          - Excerpt from Ode to Hallownest by Monomon the TeacherOur cherished dreams you granted and delivered more,But in dismay you found too late our desires had no end,What cost to tame our savagery? You gave your all and then gave more.Yet still desires lay unquenched, more dreams remained, your energies spent.Amongst it sprang a dreadful scourge,that forced return our aggressive urge,and turned us back to beasts or husks,Our souls consumed by light above.Within your corpse can still be heard the plaintiff cries of one,Who took our pain, and loss, and dreams inside itself to...Through it' pain we found a truth that must now be confessed,For nothing can contain such things but perfect emptiness.",
FUNG_TAB_02,Pity those bugs.<br>Minds locked. Thoughts trapped in solitude.<br>Faint shadow of an idea are the words that attempt its utterance.<br>,
FUNG_TAB_01,Warily shall we accept the will of the Wyrm.<br>Its prescience shields us.<br>Fate and Future we shall entwine.,
FUNG_TAB_04,"This border bounds the twisting, scratching things.<br>Their dead sire, once of honoured caste. <br>Their sealed mother, but the common beast.<br>No peace with them we make.",
DREAM_PLANT_CITY,...Promised plenty...<page>...Souls to serve...<page>...Soul twisted...,
DREAM_PLANT_QUEEN_GARDEN,...Leaves in splendour...<page>...Pale root...,
MR_MUSH_RIDDLE_TAB_NORMAL,"We speak the path of the Master Herald, he who would signal an Age's end.<br> <page>Spawn of self, their minds unite,<br>Aside the source of acid blight,<br> <page>Aglow in darkest, winding depths,<br>Winds all howl above fossilstone steps,<br> <page>Monarchflys in airs set still,<br>To Root's domain and snail once shrill,<br> <page>Path of Wyrm, at new lands entered,<br>There journeys end. The kingdom ventured.<br> ",
JOURNAL_CENTIPEDE,The corpse of a Garpede.,
LOOM_SPIDER_04,...For bargain made...,
KING_FINAL_WORDS,...No cost too great...<page>...,
DREAM_PLANT_01,...Sacred memories...<page>...Honoured souls...,
DREAM_PLANT_DEEPNEST,...Nest alive...<page>...Sleeping Queen...<page>...Beast...,
RUINS_FOUNTAIN,"Memorial to the Hollow Knight<br> In its Black Egg, far above.<br> Through its sacrifice Hallownest lasts eternal.",
LOOM_SPIDER_01,...Herrah...,
DUNG_DEF_SLEEP1,...Isma... So strong... Teach me...,
LEG_EATER_CORPSE_02,...Why?...,
LEG_EATER_CORPSE_01,...Geo...,
DREAM_PLANT_FUNGUS_FOG,...Misted caverns...<page>...Noxious spores...<page>...Teacher...,
ABYSS_MAWLEK_ROYAL,...Mine...,
GREEN_TABLET_02,Those who stray from the White King's roads shall face the law of Unn.,
GLAD_DUNGEON,...Are we all Fools?..,
GREEN_TABLET_01,From moss and leaf our life is drawn.<br>While it grows upon the path we shall never wilt.,
GREEN_TABLET_06,"Hidden Unn, we need you now.<br>We grow tired away from you.<br>Our leaves are falling.",
GREEN_TABLET_07,"Though once our lands, a pale being lays claim to the caverns ahead.<br>It may appear benevolent but it does not share our dream.<br>Be wary to wander that place.",
GREEN_TABLET_05,"The Green Children walked from the dream unto these lands.<br>Here we now shall wait, patient, for the call to return.",
MAGE_COMP_02,"Record Bela <br>To manipulate a soul, reformation of the mind must first occur.<br>Few can bear such change.<br>The path to true progress is littered with mistakes.",
CLIFF_TAB_02,"Higher beings, these words are for you alone.<br><br>These blasted plains stretch never-ending. There is no world beyond.<br>Those foolish enough to traverse this void must pay the toll and relinquish the precious mind this kingdom grants.",
ARCHIVE_03,-OF-ABSENCE-THIR-ABUNDANCE-SHELL-OUTER-O-INNER-<br>PLACE-IN-ABSENCE-THIR-VOID-LIQUID-SUBSTANCE-O-<br>WEAVE-ABSENCE-INNER-O-SHELL-OUTER-THIR-MATER<br>PEER-CH-VOID-VESSEL-ABSENCE-ALL-OUTER-CONTAIN-,
MISSING_PALACE_CORPSES,...Where have you gone?.. Dear King...,
DREAM_PLANT_KING_EDGE,...Sacred grave...<page>...Ashen ground...<page>...Kingdom's birth...,
MUMMY_CORPSE_01,...So... dark...,
TUT_TAB_01,"Higher beings, these words are for you alone. <br><br>Your great strength marks you amongst us. Focus your soul and you shall achieve feats of which others can only dream.",
MOTH_STATUE,...Remember... Light...,
GLAD_OUTSKIRTS_01,...I was a champion... I won't die here...,
JOURNAL_FAT_MOSS_CULTIST,The corpse of a Mossy Vagabond overcome with infection.,
ABYSS_TUT_TAB_01,"Higher beings, these words are for you alone.<br><br>Our pure Vessel has ascended.<br>Beyond lies only the refuse and regret of its creation.<br>We shall enter that place no longer.",
GREEN_TABLET_03,The greater mind once dreamed of leaf and cast these caverns so.<br>In every bush and every vine the mind of Unn reveals itself to us.,
SPIDER_COCOON_02,...They lied...,
DREAM_PLANT_REST_MAIN,...Dead remembered...<page>...Penitent Moth...<page>...Dreams revered...,
BELIEVE_MOTH_DREAM,"When many voices gather, great or terrible things are sure to come...",
WHITE_KNIGHT_CORPSE,Protect...,
DUNG_DEF_SIGN,Only those who prove their honour in combat may enter the grove beyond.<br>                                                             -The Defender,
WHITE_CORPSE_01,"...Missing monarch, we need you now...",
WHITE_CORPSE_02,...Return to us...,
WHITE_CORPSE_03,...the madness spreads...,
LOOM_SPIDER_03,...For protection...,
MAGE_COMP_01,Record Cenda<br>Spare thought for those consumed.<br>Through their grace we are evolved.<br>No plague of mind shall overcome us now.,
FUNG_TAB_03,"Strength in the shared self.<br>Strength in the mind united.<br>In every bug that would pass upon our roads,<br>only the melancholy of disparity.",
NAILSMITH_ANCIENT,...Pure...,
ASH_TENT_CORPSE_01,...This ash... trapped...,
WP_THRONE_01,"No blazing kin. Only one light shall shine against the dark.<br>The Wyrm becomes beacon, minds expanded, to yield, to devote.<br>Eternity in promise and charge in progeny cursed.",
BELIEVE_MOTH,"You who pry into even the most hidden of dreams... Take heed. Recorded within this shrine are utterings from another world. <page>Though the words may seem strange, remember they come from minds different to ours, the minds of a group united in mysterious cause.<page>To believe or disbelieve... The choice is yours.",
BELIEVE_MOTH_REPEAT,To believe or disbelieve... The choice is yours.,
ABYSS_BLUE_STONE,A deep blue stone atop a dais.,
COL_CORPSE_ACID_01,...Fools...,
PILGRIM_TAB_02,Here ends the Pilgrim's Way.<br>Hallownest 's Heart lays open before you.<br>Proceed onward to share in its glory.,
MAGE_COMP_03,"Record Aba <br>The mind still limits us so.<br>How to break past its constraints?<br>To attain a pure focus, is it even possible? ",
MIMIC_CORPSE_10,...How?...,
MIMIC_CORPSE_11,...No...,
MIMIC_CORPSE_12,...Missed you...,
SENSE_TAB_01,"Vessel. Though bound, you shall know the state of the world.<br><br>Hallownest will be whole again.",
DUSK_KNIGHT_CORPSE,A corpse in white armour.,
FUNG_FOG_CORPSES_01,...Lost...,
HATCHLING_QUEEN_CORPSE,...Breed...,
CITY_GATE_CORPSE_01,...Protect...,
INFECTED_GUARD,...So bright...,
SPIDER_COCOON_01,...Not friends...,
DREAM_PLANT_FUNGUS_MANTIS,...Proud warriors...<page>...Honour bound...,
SCREAM_ALTAR,...Our voices... will cry out... again...,
GLAD_SPA,...Why does it disturb me?..,
LIGHTHOUSE_CORPSE,...Turn it off?... Cannot...<page>My King. I'm sorry... The sea calls...,
CROSSROADS_WELL_CORPSE,...Home....,
MIMIC_CORPSE_07,...Dearest...,
DREAM_PLANT_CLIFFS,...Wasteland...<page>...Bugs Reduced...,
LOVE_KEY_CORPSE,Too long... spent together. We become as one...,
TRAM_01,...Respect... Must... Pay...,
TRAM_02,...So tired...,
BEAST_DEN_CORPSE_01,...Rest...,
TRAM_WORKER_03,...My King. I'm sorry...,
ELEV_ROYAL_01,...Hide...,
DREAM_PLANT_HIVE,...Hardened tribe...<page>...Light familiar...,
TISO_CORPSE,...Why?..,
WATCHER_SPIRE_CORPSE_02,...Cannot watch... Longer...,
TUK_CORPSE_DREAM,...Help me... Find...,
