ID,EN,TH
BELIEVE_TAB_06,"Anders Ekermo<br><br>An explorer and an artist until the plague took his dreams. Stripped of his soul, he walked into the land above never to return.",
BELIEVE_TAB_16,"David Huntus<br><br>We live in a time of achievement, built by dreamers, believers, and those who had vision to develop the future.",
BELIEVE_TAB_09,Benjamin Flow<br><br>We are stripped of history and heritage. Become the chosen king to bring forth light.,
BELIEVE_TAB_19,"Samu<br><br>Be the person you would like to meet. If our life is but a spark in the eyes of gods, lets blind them at least once.",
BELIEVE_TAB_08,Baron Robert Apples<br><br>Death unknown. First of his kind to enslave a Gantrus. Return possessions to this point if found.,
BELIEVE_TAB_18,"Earl Armstrong<br><br>May we cross nails in the afterlife young knight, but not too soon for there is much work to be done. I place hope in your future success.",
BELIEVE_TAB_30,"Hawk<br><br>No matter how dark your travel becomes, never lose the light in your unwavering spirit.",
BELIEVE_TAB_59,Tiso Spencer<br><br>I know...,
BELIEVE_TAB_41,Raphael Semchechen Neto<br><br>The most merciful thing in the world is the inability of our insect minds to correlate all of their contents.,
BELIEVE_TAB_58,Donald Lynch<br><br>A world lost to decay holds many secrets for one who is brave enough to find them.,
BELIEVE_TAB_24,Irvin Guevara<br><br>You can really do anything you set your mind to. Just look around you!,
BELIEVE_TAB_25,Ivan Blasco Navarro<br><br>I told you I was sick.,
BELIEVE_TAB_35,"Mighty Horace<br><br>I dream of times far brighter than now, but I am dead! My memories will be of distant green lands long gone.",
BELIEVE_TAB_05,"Amy Linsamouth<br>Amy was a renowned writer in Hallownest. She was murdered by her own sister, Amone Linsamouth. If you see Amone, give her a hug. She hates hugs.",
BELIEVE_TAB_15,Dario<br><br>Danger is all around you.,
BELIEVE_TAB_04,Matthew Gooley<br><br>One... Two... Three... Go!,
BELIEVE_TAB_03,"Murmuring Depths<br><br>Breathe close upon the ashes, it may be flames will flare.<br>Light an extinguished ember, for one that you remember,<br>And ten that you forget.",
BELIEVE_TAB_07,"Assisting Knight<br>He was the greatest warrior to never land the killing blow himself. Instead he sat by and let others enjoy the glory of victory. With so much time passed, no one remembers his name.",
BELIEVE_TAB_17,Viju<br><br>All that is not saved will be lost.,
BELIEVE_TAB_44,"Sparo<br><br>No matter how hard the journey is, you only fail when you give up. No enemy can defeat the will of a strong warrior.",
BELIEVE_TAB_54,Kcin<br><br>This shrine is dedicated to four warriors.<br>May their spirits rest in peace and their deeds never be forgotten.,
BELIEVE_TAB_47,"StevRayBro<br><br>Look at this world around you, isn't it beautiful?",
BELIEVE_TAB_34,"Max Bertsos<br><br>Not all roads are easy but every road is worth travel, for who knows what you find in doing such, but forget not where you started.",
BELIEVE_TAB_49,Papa<br><br>We need more growth.,
BELIEVE_TAB_21,Grant Holt<br><br>The Hollow Knight comes. Wander through darkness and dread. Your legend is forged in shadow. Hallownest is calling.,
BELIEVE_TAB_31,Lukas Daniel Klausner<br><br>Ever tried? Ever failed? No matter. Try again. Fail again. Fail better.,
BELIEVE_TAB_20,Gaim<br>A dark past is nothing in the face of the ever radiant potential of the present. Go Knight. Go... and don't ever let your past keep you from your dreams.,
BELIEVE_TAB_11,"Cameron Dorman<br><br>Though all things must end, Hallownest will stand forever as a tomb of gods and bugs, a monument to all they have achieved.",
BELIEVE_TAB_23,"Haupströmable<br>Have you ever heard of a being called the Oro? Rumour has it that it once roamed these dark caves. As terrifying as he may have been, he also fell to the great plague.",
BELIEVE_TAB_10,Berserker the Hero<br><br>A hero is someone that does more than just help others in need.,
BELIEVE_TAB_22,Greg Wiggleton<br><br>All hail the hollow of the night!,
BELIEVE_TAB_13,Chris Diggins<br><br>Hm... what's going on here? I'm not really sure. But I bet you can figure it out. Good luck!,
BELIEVE_TAB_02,Thomas C<br><br>Stars and Dust.,
BELIEVE_TAB_12,Chase Hammett<br><br>The boundaries which divide Life and Death are at best shadowy and vague. Who shall say where one ends and the other begins?,
BELIEVE_TAB_43,Ryan Wells<br><br>Praise this light.,
BELIEVE_TAB_51,Karlo<br><br>You should never become fully hollow.,
BELIEVE_TAB_42,Reenz<br><br>And to think I nearly missed out on my reward.,
BELIEVE_TAB_52,Zubug<br><br>Can you feel the storm? It's coming...,
BELIEVE_TAB_39,Niels van Meerendonk<br><br>There is no easy way from the earth to the stars.,
BELIEVE_TAB_60,FreakOrama<br><br>The life of the knight is ended by the strike.,
BELIEVE_TAB_38,Nicholas Reeves<br><br>My family is the most important thing to me.,
BELIEVE_TAB_50,"Sir Prise<br>Where darkness spreads, with plague that looms; in places where you find no moon;<br>below, where it is always night; the land shall need a Hollow Knight.",
BELIEVE_TAB_48,"Suppeedi<br><br> When you are at a Crossroads, be sure the path you choose is the right one to follow so that your destination won't have you regret the trip.",
BELIEVE_TAB_53,Daljit of Norn.<br><br>The Collective lives on.,
