ID,EN,TH
GET_ITEM_INTRO8,Received,
CHARM_REMINDER,"To equip a charm, open the CHARMS menu while resting at a bench.",
GET_QUAKE2_1,while holding DOWN to strike the earth with a burst of power.,
LOVE_DOOR_KEY,"A locked, padded door.<br>Use the Love Key?",
GET_KINGSBRAND_1,Hallownest shall recognise a new ruler.,
TRAM_DOOR,A door with an open slot.<br>Insert Tram Pass?,
BUTTON_DESC_RELEASE,Release,
TRAM_CONSOLE,Press the glowing button?,
GET_QUAKE_1,while holding DOWN to strike the earth with a burst of power.,
GET_QUAKE_2,Spells will deplete SOUL.<br>Replenish SOUL by striking enemies.,
BANKER_ACCOUNT,Pay to open an account?,
PROMPT_SUPERDASH,Super Dash,
NAILSMITH_UPGRADE_1,Pay Geo to strengthen nail?,
NO,No,
NAILSMITH_UPGRADE_3,Give two Pale Ore and Geo to strengthen nail?,
NAILSMITH_UPGRADE_2,Give Pale Ore and Geo to strengthen nail?,
NAILSMITH_UPGRADE_4,Give three Pale Ore and Geo to strengthen nail?,
GHOST_CHALLENGE,Challenge the Warrior Dream?,
BUTTON_DESC_HOLD_FOCUS,Hold,
JIJI_DOOR_KEY,A stone door with a simple lock.<br>Use a Simple Key?,
ASCEND,ASCEND,
ELDERBUG_FLOWER,Give the Delicate Flower?,
TRAVEL,TRAVEL,
CHARM_TUTE_SUB,Equip a charm to activate its powerful abilities.,
GET_BLESSING_2,Those blessed are followed by beauty and love.,
PROMPT_INTERACT,Interact,
NAILMASTER_FREE,Learn the master's Nail Art?,
CITY_GATE_NOKEY,A large knight statue. There is a socket on its chest.,
GET_BLESSING_1,A boon bestowed by Charm Lover Salubra.,
GET_SCREAM_1,while holding UP to unleash the Wraiths.,
PROMPT_MAP_BLACKEGG,Black Egg Temple added to map,
TUK_RANCIDEGG,Purchase food?,
GET_HUNTERMARK_2,The mark will be kept in the Hunter's Journal.,
TRIAL_BOARD_GOLD,Trial of the Fool. Fight for Geo... and the glory of being a Fool.<br>Place a mark and begin the Trial?,
BUTTON_DESC_WALLJUMP,Press,
PROMPT_DREAMNAIL,Dream Nail,
TOLLBOOTH_STAG,A toll machine with the symbol of a stag. Insert Geo? ,
BUTTON_DESC_HOLD,Hold,
COLLECTOR_MAP,Collector's Map,
LOVE_DOOR_NOKEY,"A locked, padded door.",
GET_GSLASH_1,to concentrate energy into the nail.,
GET_SCREAM2_2,Spells will deplete SOUL.<br>Replenish SOUL by striking enemies.,
GET_SCREAM2_1,while holding UP to unleash the Shriek.,
HUNTER_REWARD,Ready to receive reward?,
NAME_BLESSING,Salubra's Blessing,
TRIAL_UNLOCK_BRONZE,Pay to open the Trial of the Warrior?,
PROMPT_DASH,Dash,
GET_HUNTERMARK_1,A mark of honour belonging to a True Hunter.,
GET_GSLASH_2,Release the button without holding UP or DOWN to perform the Great Slash.,
TOLLBOOTH_LIFT,A toll machine with the symbol of a lift. Insert Geo? ,
INSPECT,INSPECT,
GET_ITEM_INTRO1,Taken the,
TRIAL_UNLOCK_GOLD,Pay to open the Trial of the Fool?,
BUTTON_DESC_PRESS,Press,
GET_MAP_1,Acquired a MAP,
TRAM_CALL,A mechanism with a slot for some kind of pass.<br>Insert Tram Pass?,
GET_MAP_3,View a detailed map of Hallownest in the MAP pane of the INVENTORY,
PROMPT_FOCUS_EXPLAINER1A,Collect SOUL by striking enemies.,
DESCEND,DESCEND,
GET_COLLECTOR_MAP,The locations of imprisoned Grubs will be displayed.,
BATH_HOUSE_KEY,A door with a simple lock.<br>Use a Simple Key?,
TOLLBOOTH_GATE,A toll machine with the symbol of a gate. Insert Geo? ,
CHARM_TUTE_TITLE,Collected a Charm,
GET_MAP_2,to view a map of the current area,
BUTTON_DESC_NONE, ,
GET_DREAMNAIL_2,Cut through the veil between dreams and waking.,
NO_MAP,Do not have a map for this area,
GET_KINGSBRAND_2,The Kingdom's gates will open.,
WATERWAY_DOOR_NOKEY,A mechanism with a simple keyhole.,
SHOP,SHOP,
FOUNTAIN_PLAQUE_MAIN,Hollow Knight,
MAGE_DOOR_KEY,An ornate door made from glistening metal.<br>Insert the Elegant Key?,
GET_DREAMNAIL_1,to charge and slash with the nail.,
LISTEN,LISTEN,
TRIAL_BOARD_SILVER,Trial of the Conqueror. Fight for Geo and a rare metal.<br>Place a mark and begin the Trial?,
TRIAL_UNLOCK_SILVER,Pay to open the Trial of the Conqueror?,
GET_ACIDARMOUR_1,Acid shall be repelled.,
GET_QUAKE2_2,Spells will deplete SOUL.<br>Replenish SOUL by striking enemies.,
CITY_GATE_KEY,A large knight statue. There is a socket on its chest.<br>Insert the City Crest?,
TOLLBOOTH_BENCH,A toll machine with the symbol of a bench. Insert Geo? ,
PROMPT_JUMP,Jump,
PROMPT_FIREBALL,Vengeful Spirit,
GET_WALLJUMP_2,Jump from wall to wall to reach new areas.,
GET_DREAMGATE_1,Hold DOWN while using the Dream Nail to set a Dreamgate.,
GET_CYCLONE_1,to concentrate energy into the nail.,
GET_DREAMGATE_2,Hold UP while using the Dream Nail to travel to the Dreamgate.,
YES,Yes,
GET_DOUBLEJUMP_2,Use these ethereal wings to sail above enemies and discover new paths.,
PROMPT_FOCUS,Focus,
PROMPT_QUICKMAP,View Quick Map,
JIJI_DOOR_NOKEY,A stone door with a simple lock.,
 ,The door is locked.<br>Use the Odd Key?,
TRAM_CALL_NOPASS,A mechanism with a slot for some kind of pass.,
GET_DASH_2,Use the cloak to dash quickly along the ground or through the air.,
GET_DOUBLEJUMP_1,while in the air to flap the wings.,
GET_FIREBALL2_1,to unleash a more powerful spirit.,
GET_FIREBALL2_2,"This spell consumes the same amount of SOUL, with increased power.",
GET_DREAMNAILUPGRADE_1,to charge and slash with the nail.,
GET_DASH_1,to dash forwards.,
