ID,EN,TH
CREDITS_MARKET_JAPAN_NAME,Kakehashi Games,
CREDITS_THANKS,Special Thanks,
CREDITS_ADDIT_TRANSLATE_KOREAN_NAME,Junho Basil Won,
CREDITS_INDIE_FUND_NAME,Jeffrey Rosen<br>John Graham<br>Ben Newhouse<br>Kyle Pulver<br>Ron Theis,
TUTORIAL_CREDIT_NAME_01,Ari Gibson,
TUTORIAL_CREDIT_NAME_02,William Pellen,
CREDITS_TESTERS,Game Testers,
TUTORIAL_CREDIT_NAME_04,Matthew Griffin,
TUTORIAL_CREDIT_NAME_05,Matthew 'Leth' Griffin,
CREDITS_ADDITIONAL_ENEMYCODE_NAME,Pat Sigley,
CREDIT_PROGRAM,Systems & Tools Programming,
CREDITS_TRANSLATE_RUSSIAN_NAME,Alexander Preymak,
CREDITS_PORTING_NAME,Matt Le Krupa<br>James Pearse<br>Tom Lee<br>Brad Wesson,
CREDITS_PROGRAM_ADDIT,Additional Programming,
TUTORIAL_CREDIT_GAME,a Game by,
CREDITS_PORTING_TEST_NAME,James Pearse,
CREDITS_SCORE_NAME,Christopher Larkin,
CREDITS_CHARVOICES_NAME,"Makoto Koji<br>Tyler Bartley<br>Hari Dimitriou<br>Matthew Griffin<br>Hannah Murdoch<br>Bill Northcott<br>Zara Pellen<br>Victoria Roberts<br>Cassandra ""Friskk"" Reyna<br>Not Shalulu",
GAME_COMPLETE_TITLE,GAME COMPLETION,
CREDITS_GAME_BY_NAME,Team Cherry,
CREDITS_THANKS_NAME,Ludum Dare<br>Warren Fenn<br>Rohan Fraser<br>Ben Gibson<br>Makoto Koji<br>Trent Kusters<br>Morgan Jaffit<br>Rod Jago<br>Tim Mcburnie<br>John Millard<br>Jason Pamment<br>Zara Pellen<br>Victoria Roberts<br>Lilly Sim<br>Nicola Stark<br>Sharyn Stone<br>Steven Sun<br>Matt Trobbiani<br>Dan Treble<br>Peter Yong<br>Jenni Vigaud<br>Chris Wright,
CREDITS_PORTING_TEST_LEAD,Testing Lead - Shark Jump,
CREDITS_TRANSLATE_RUSSIAN,Translation - Russian,
CREDITS_INTERNS_NAME,James Gillham<br>James Ross McNabb,
CREDITS_PROGRAM_ADDIT_NAME,Jack Vine,
CREDITS_VIOLA_NAME,Tim Cheel,
CREDITS_CONGRATS_BODY,Well done on achieving this great feat. You persevered and you triumphed.<br>  We hope you enjoyed yourself in the world of Hollow Knight.<br> We'll meet again soon on the road ahead.,
CREDITS_VOCALS,Vocals - City of Tears,
CREDITS_EXTRA_THANKS_TEXT,2158 Backers<br>& Kickstarter,
CREDITS_ADDIT_TRANSLATE_GERMAN,Additional Translation - German,
CREDITS_ADDIT_TRANSLATE_GERMAN_NAME,Tobias Gut<br>Alessandro Raffaele Addamo<br>Daniel Spiekermann<br>Mercedita,
GAME_COMPLETE_TIME,TIME,
CREDITS_MARKET_JAPAN,Japanese Publishing Support,
CREDITS_TRANSLATE_FRENCH,Translation - French,
CREDITS_ADDIT_TRANSLATE_SPANISH,Additional Translation - Spanish,
TUTORIAL_CREDIT_NAME_03,David Kazi,
CREDITS_TRANSLATE_JAPAN_NAME,Ryu Ito,
CREDITS_INTERNS,Interns,
CREDITS_SOUND_ASSIST,Additional Atmos,
CREDITS_LETH,Marketing & Public Relations,
CREDITS_SOUND_ASSIST_NAME,Tim Whitt,
CREDITS_GAME_BY,A game by,
CREDITS_CONGRATS,Congratulations,
CREDITS_ADDIT_TRANSLATE_SPANISH_NAME,"Daniel Ruiz ""TheBrightKing""",
CREDITS_THANKS_MUSIC_NAME,Jeff Van Dyck<br>Russell Larkin<br>Mitchell Larkin<br>Fabian Malabello<br>Andriana Tran<br>Angelo Valdiva,
CREDITS_TRANSLATE_FRENCH_NAME,Not Shalulu,
CREDITS_TRANSLATE_JAPAN,Japanese Localisation,
CREDITS_ADDIT_TRANSLATE_JAPANESE_NAME,Ayako Hibino,
CREDITS_TRANSLATION,Translation,
CREDITS_TRANSLATE_ITALIAN_NAME,Federica Gaeta<br>Marco Bortoluzzi<br>Vecna,
PERMA_UNLOCK_BODY,No Shade. No Reviving. Death is Permanent.<br>The Ultimate Challenge.,
CREDITS_FIGSCULPTOR,Figurine Sculptor,
CREDITS_TEST_LEAD,Testing Lead,
