ID,EN,TH
BRUMM_LANTERN_DREAM,"Master... are even you a slave? If so, let our chains be broken together!",
ISELDA_NYMM,"A stylish fellow's made his way to town. Normally I'm wary of musicians, all pomp and ego.<page>This one seems okay... and he's not asked for any Geo just yet. Let's hope it stays that way.",
PLAQUE_WARN,"To witness secrets sealed, one must endure the harshest punishment.",
BRETTA_MZOTE_02,Grey Prince? You seem... smaller? Were you always so tattered and stained...?,
BRETTA_MZOTE_01,"Grey Prince? Your words, are they... repeating? ",
DIVINE_EAT,"Aaaahhhhhhhhhhhh! So good! So tasty! A perfect, perfect thing, just for me! Ahhhhhh!",
BRUMM_DEEPNEST_1,"Mrmm. You came.<page>The red flame I've gathered from this dead Kingdom. You would claim it... for our Master. For his final act.<page>The Ritual plays itself out once more. We are like the notes in an old, old song. You and me. Mrmm.",
JIJI_GRIMM,"Hmm. A fierce host has settled nearby. Did you summon them? I find their smell... unsettling.<page>Theirs is a scent of distant places, unfamiliar even to me.<page>They have a strange look to them, gaudy and intimidating. Perhaps you suspect they hide their true appearance? You'd be right. They favour projection over truth, shrouding themselves in forms dreamed.<page>Best be careful. Assisting them might benefit you, but who knows what suffering it may cause?",
DIVINE_CONVO_1,"You carry a lot of smells on you, but you don't have one of your own. Funny little thing...",
GRIMM_DEFEAT_2,"Look here! How our child has grown, nourished and strengthened by the heat of our passionate dance!<page>The two of you will feature in many tragedies and triumphs together, I'm sure.<page>And so our great Ritual nears its end. Will you continue to harvest the flame, even though now you surely see the path it illuminates for us?<page>Our scarlet eyes will watch you keenly... friend.",
ELDERBUG_TROUPE_LEFT,"Ah ha! Good riddance! That creepy carnival has vanished and the town's returned to its former self, nice and quiet as I like it.<page>It's quite enough to deal with just the occasional traveller. Whole structures appearing out of nowhere, dreadful music, horrific masks, all far more than one old bug should have to face.",
IGOR_DREAM,When flame burns bright inside one's mind<br>Kin heed the call 'cross lands and time.,
BRUMM_DEEPNEST_3,"So we serve... Thus it has ever been. Yes?<page>Take the flame then, it is why you came here.",
MIDWIFE_WEAVERSONG,"Ohhhh.. Heehee. Been prying about the weavers' home, have you my dear? Quite brazen to pilfer that special charm.<page>Amazing things the weavers once crafted on their looms; stories, shields, spells. So much of our history was spun upon their spools. Your little friends there are testament to their talents... heehee.<page>Oh! I do apologise. I've just felt a rumbling down below, in my belly. Just wait right there a moment. Don't you move now...",
GRIMMSTEED_DREAM_2,"The roads between are dark and long, but the Master's light will always guide us.",
DIVINE_GIVE,Ahhhhhhhhhh! Ahhhh!<page>Such a little beauty! Such a smell... such a smell! Ahhh!,
GRIMM_LEVELUP_1,I can feel it. The warmth of the flame you've gathered together.,
IGOR_MEET,Mrmm. You called us?<page>Speak to Master.,
DIVINE_DREAM_LEGEATER,"The most exquisite things I've ever experienced! Ahhhhh!<page>I'll take them with me... precious, precious memories of you! Precious tastes and smells!",
DIVINE_FINAL,"One final gift! Ahhhhhhhh!<page>I liked it very much. Very, very good. So good!<page>Eaaauuurrgggh!! Eaauurggh! Now, I can follow Master...",
GRIMM_BATTLE_2,This searing fire... It carries well the Ritual's promise.,
GRIMM_LEVELUP_3,"Beautiful, yes. The child has grown, from idle youth to deadly companion. About these dangerous lands, its aid will no doubt be welcome.<page> Just don't neglect our dance, for it too continues! Keep hunting that scattered, scarlet essence.<page>When the child is filled with flame once more, return to the stage and the performance will begin. ",
GRIMM_LEVELUP_2,"A masterful opening act. The air hums with excitement.<page>Dear child, you've done so well. Let your fire burn even brighter!",
GRIMM_MEET1,"So, it was you who called us.",
PROMPT_FRAGILE_GREED,Give Fragile Greed charm?,
GRIMM_MEET2,"Well met, my friend. Well met. I am Grimm, master of this troupe.<page>The lantern has been lit, and your summons heeded. A fine stage you choose, this kingdom fallowed by worm and root, perfect earth upon which our Ritual shall take place.<page>And you, my friend. Your own part is far from over.",
BRUMM_DEEPNEST_NF_1,"Mrmm. You came.<page>You have gathered the flame and so the time for the ritual's completion is upon us. All you must do now is return to the Master...<page>Thus it goes, as it ever has. We are like the notes in an old, old song. You and me. Mrmm.<page>And yet... It is not merely by fortune that we meet here, in the darkest, furthest reaches of the world, where my Master's scarlet eyes can not see us.<page>Mrmm. A song that never ends... is no song at all.<page>You take part in the Ritual, yet I sense you truly have no Master. Is it so? Perhaps together we can banish that livid flame and let this dead Kingdom rest in peace.<page>If you wish to silence the endless song... Mrmm, meet me where it began... ",
DIVINE_CHARM_EQUIPPED,"Aaaaaaaaahhhhhhhh!<page>That charm... beautiful! Most precious thing! Little lovely, will you let me see it? Have to show it to me! ",
ELDERBUG_GRIMM,"Ahh! Look there! Something strange and sinister has suddenly appeared!<page>Ugh, it fills me with dread. I think it best I try to ignore it. ",
LEG_EATER_GOLD_REPEAT,"I know where you are now. Above me. Much above me, but I know where to go. I will come! Don't try to hide from me!",
DIVINE_DREAM,"Shadow and fire will dance together so prettily, I think...",
DIVINE_MEET,"Aaaaaaaaahhhhhhhh!<page>Did you call us? You called us, and we came. We came!<page>You don't look scared. Why did you call us?<page>Ahhh. It doesn't matter. Don't tell me.<page>We came, and I can smell something. Something deep below us. I want it... I want it!",
NYMM_FINAL,"Dear friend, I heard a violent scream from below. Even my song could not mask such a horrible shriek. Was it pain, or rage? I find I'm rather sensitive to such things.<page>If you're planning to head down, please do stay safe. I'd be dreadfully upset if I forever lost your company.",
DIVINE_CHARM_EQUIPPED_2,"Aaaaahhhhhhh! I can smell it! Another gift, made for me. Give it to me!",
DIVINE_EATEN3,"Do you want something, little lovely? You don't want to take my gift back, do you?<page>Eeuuarrggh! So nasty, so cruel, if that's true! Once you give something as a gift it's lost to you forever!",
MOTHSTONE_DREAM,Protect yourself... You are our last...,
SLY_NYMM,"Another bug's arrived. And quite a racket he's making in the square. Worse, he's not a Geo to his name! Only that blasted, squealing instrument.<page>Why is it always the poor that decide to stay?",
DIVINE_RECEIVED_GIFT,"You like it very much, don't you? Your gift. You're lucky to carry such a smell with you!<page>Eeeuuaaarrrrggh!",
