ID,EN,TH
RELICDEALER_SEAL_4,"Another Hallownest Seal?<page>Others have told me there's a statue out by the city's entrance depicting a large knightly figure. Could be one of the Kingdom's great five.<page>I'd have looked it over myself, but the gate's long been shut tight and it's too much hassle taking the long way round with all those blasted husks about.",
RELICDEALER_FOUNTAIN,"Oh? What are you doing out in this miserable downpour?<page>Impressive fountain isn't it? I'm sure we'd be able to appreciate it more if we weren't both getting drenched.<page>That knight up there was an important one. The plaque here mentions its 'sacrifice,' which carries something of an ominous tone.<page>Probably met some sort of horrible end, though it sounds like the knight's goal may have been achieved in the process<page>In all the relics I've collected, I've yet to find a clue as to what that was.",
RELICDEALER_SEAL_2,"Another Hallownest Seal? Pass it over.<page>Ah. I enjoy collecting their like, but there's little information to be gleaned of each.<page>Mind you, they do keep a nice shine about them and there's nothing wrong with appreciating something purely on aesthetic merits.",
RELICDEALER_NAILSMITH,"That nail you bear looks mighty blunt. There're cracks all through it. It's as much a relic as the objects in my shop!<page>I've little interest in weapons myself, but it may be an idea to hunt down that old Nailsmith.<page>His hut's on the outskirts of the city. Not that far from here. He might help add some sting to your weapon, provided he's feeling generous.  ",
RELICDEALER_SEAL_3,"A Hallownest Seal, eh? Give it here.<page>Do you have anything else for me? If not, get your damp little self out of my home.",
RELICDEALER_DUNG,"Urgh! What do you think you're doing, coming into my nice little shop stinking like that?!<page>These relics have been through enough. They don't need you spreading your stench all over them! Crawl back to the Waterways or wherever you came from!",
RELICDEALER_DREAM,...This short one's got an odd look about it... though vaguely familiar?..,
RELICDEALER_SHOP_INTRO,"Aye Aye. Come searching for rare items have you? Well hands off! This collection is mine and I won't be selling to grubby little wanderers.<page>Still, I imagine you come across many interesting items in your travels. Maybe you'd care to part with some? I'll offer a fair trade for each.",
RELICDEALER_CONVO_1,"No touching the antiques! My stock is not for sale.<page>Still, if you've managed to come upon any interesting trinkets during your travels, I may be willing to trade. Step over to the counter here and I'll see what you've got.",
RELICDEALER_NO_RELICS_2,Not carrying any relics with you? Go find some for me. I'll pay good Geo for nice items.,
RELICDEALER_EGG_4,"A fourth Arcane Egg! I wouldn't have believed it possible. I've never met a bug with your knack for uncovering this Kingdom's treasures.<page>You must have some sort of sense about you? Or maybe these eggs are somehow drawn to you.<page>My fellows have claimed there's a will of sorts within each egg, that each seeks its own bearer, or reject them.<page>That'd be a subtle power indeed, and I remain sceptical. Relic Seekers are prone to confusing facts with fable.",
RELICDEALER_EGG_2,"Another Arcane Egg?<page>It's a rare chance to own two of these. I'll be the envy of all my colleagues, though my purse is feeling much lighter for it.<page>These eggs are the most desired find from time before Hallownest, but they're not the only remnant of that age.<page>You may have come upon them, those old statues that seem a store for soul? They too prove its existence, though in a larger, cruder form. ",
