ID,EN,TH
CTRL_DETACHED,ไม่ได้เชื่อมต่อคอนโทรลเลอร์,
MODE_SELECT,เลือกโหมด,
GAME_LANGUAGE,ภาษา:,
VIDEO_OVERSCAN,ขนาดหน้าจอ,
GAME_CONTROLLER_RUMBLE,การสั่น,
MAIN_OPTIONS,ตั้งค่า,
BUTTON_UP,ขึ้นบน,
KEYBOARD_UNMAPPED,ไม่กำหนด,
MOH_ON,เปิด,
UI_MENU_ACHIEVEMENTS_PS4,ถ้วยรางวัล,
DESC_LANG,เปลี่ยนภาษาในเมนูหลัก,
SCREEN_VIDEO,วิดีโอ,
MAIN_START,เริ่มเกม,
KEYBOARD_PRESSKEY,กดปุ่มใหม่,
SCREEN_GAMEPAD,คอนโทรลเลอร์,
NAV_APPLY,ย้อนกลับ,
BUTTON_INVENTORY,ช่องเก็บของ,
LANG_KO,한국어,
VIDEO_BRIGHTNESS,ความสว่าง,
MODAL_ENGAGE_CONTROLLER,กดปุ่มใดก็ได้เพื่อเริ่ม,
MOH_NORMAL,ปกติ,
PAUSE_OPTIONS,ตั้งค่า,
VIDEO_FULLSCREEN,เต็มหน้าจอ:,
VIDEO_RESOLUTION,ความละเอียด:,
OPTIONS_GAME,เกม,
BUTTON_EMPTY,-,
EXTRAS_CREDITS,เครดิต,
SCREEN_GAME,ตั้งค่าเกม,
MOH_HIGH,สูง,
MODE_NORMAL,คลาสสิค,
OS_INSTRUCT,ปรับแถบเลื่อนจนกรอบสัมผัสขอบหน้าจอ,
NAV_DONE,เสร็จ,
BUTTON_PAUSE,เมนูหยุดชั่วคราว,
