ID,EN,TH
SPIDER_REPEAT,"My dear. Aren't you so kind, checking again on my well-being. I'm ever the caring host. I can't understand why more don't visit in your manner.<page>Now you won't mind while I take just a little bite... Just a leg perhaps? A full belly is the best path to happiness...",
TUK_DREAM,Mmmnnnnnnngghhh... I'll find you again. The water will bring you to me. I just need to keep searching... and praying.<page>When we meet again... I want you to say... that you're sorry.,
CLOTH_TRAMWAY_SAVED,Enough! I cannot wallow in my weakness. I must take strength from your example!<page>You act so confident in battle. You show no fear before your foes. I'll try my best to do the same.,
MINER_EARLY_1,"Oh, hello again! Are you still running about? Why not join me d-down here? There's plenty of wealth in these rocks for anyone willing to put a bit of work in!<page>Those crystals out there are worth a fair b-b-bit, but I have a feeling that there's something even more valuable hidden just a bit deeper in! I can almost smell it! Ha ha ha!",
JINN_ACCEPT_REPEAT,...Another horrible... disgusting gift. Jinn will keep gift for... Friend of Jinn... and It shall have shinies. That is trade...,
XUN_FAILED2,".....Wai. Destroyed. Again. Another rare and precious thing reduced to wilted stem.<page>Che' does have spare...But Le'mer must know, a precious, sacred fragile flower it is. She did not want to part with it, but for meled'love, she would give all. Woulds't that quest again be taken?",
LITTLE_FOOL_CHALLENGE,"You've placed your mark, and the great gate has opened. Go on! Step into the Colosseum and cut your way to victory.",
TISO_LAKE_REPEAT,So peaceful. So dull.,
CLOTH_TRAMWAY_DREAM_HAPPY,Such luck! This tiny one appears at just the right moment. And what masterful skill it shows!<page>As a warrior it sets powerful precedent. I'd do well to learn from its form.,
MASK_MAKER_UNMASK,It sees the face beneath! Or could it be just another mask?<page>Truth in Hallownest is always buried deep. How many layers will it pry through?,
QUEEN_DUNG_02,"Dear Ogrim, I'm sure you saw Dryya on the way in? She's stood guard over me for so long.<page>Despite her hard front, she's always been a caring type. I'm sure she'll much enjoy a Knights' reunion.",
QUEEN_MEET_REPEAT,"Prepare well, but don't dally. Were the Vessel to break prematurely, that plague would unleash with rage and power built of ages chained.",
QUEEN_HORNET,"It faced the Gendered Child? She's a fierce foe, strong in mind and body, striking reflection of her mother, though the two were permitted little time together.<page>I never begrudged the Wyrm's dalliance as bargain. In fact, I feel some affection for the creature birthed.<page>If your paths were ever to align, I imagine you might gain yourself a powerful ally.",
MR_MUSHROOM_DREAM_SHROOMISH,...Mishi umo sanga. Dogo!..,
LITTLE_FOOL_DIED,"What is this? I could've sworn you'd already entered the fray? And were killed in spectacular fashion, but now... I can't be sure.<page>Must've imagined it. I do tend to visualise new combatant's meeting their end. It's good training for the mind, especially whilst your movement's somewhat limited.",
MR_MUSHROOM_DREAM,"...Wyrms pull bugs into their thrall,<br>Till ages pass and kingdoms fall,<page>Caps and shells may fall to dust,<br>But Mr Mushroom readjusts...",
MR_MUSHROOM_4,"...What was called a ""hero"" in its moment may be called something very different after time has passed. <page>The crimes and triumphs of our predecessors echo all around us, don't they?<page>The chains of fate that bind us all together... do you really want to break them?",
GIRAFFE_MEET,Oh! Come in search of treats have you? I chanced upon a unique little fungus growing right above us. I've found it only in this station and the taste is just divine. ,
TUK_EGGMAX,"You have a lot of food, don't you? Mnngh... I can smell it on you.<page>You're greedy... I won't share with you.",
MINER_EARLY_3,"This is hard work, but I don't mind. Down here, I can k-keep working without even sleeping. It's fun!<page>And every once in a while you c-c-come to visit me! I'm glad... ha ha... I'm glad you like the sound of my voice!",
MINER_EARLY_2,"Ohh, bury the knight with her broken nail,<br>bury the lady, lovely and pale!<br>Bury the priest in his tattered gown,<br>then bury the beggar with his shining croooown!",
LEGEATER_MEET,"Don't try to sneak past me. I can smell you.<page>Hmm... Do you collect a lot of Geo?<page>Give me Geo, and you can see something... nice.",
MOSS_CULTIST_01,"Oooohhh radiant being, we are blessed. Your rays touch us. Your warmth fills us.<page>Hallownest is born again, united in your blazing image. Oohhh...",
DUNG_DEFENDER_REPEAT,"Go now, mighty warrior of Hallownest! You've proven your honour! Good fortune on the path ahead.",
DUNG_UNDERGROUND_1,"Ahh, you're awake, and looking well-rested!<page>I was startled when I woke to find you curled up beside me, but of course you're welcome to rest here whenever the world wearies you.<page>As the King granted his kingdom, to shelter to those who needed it, I offer my home. Stay as long as you like, down here where it's cosy and warm and moist.",
KING_ABYSS_FINAL,You shall seal the blinding light that plagues their dreams.<page>You are the Vessel.<page>You are the Hollow Knight.,
BRETTA_DIARY_2,"                         The White Saviour Returns<br>Long had they remained apart and the village, once so warm, now grew cold. The maiden felt the well of grief. It gripped fierce about her lonely shell.<page>And suddenly, as though her tragic state was sensed, the saviour returned, standing tall, glowing bright. Below shining horns, eyes welled black, glistening, eyes only for the maiden long missed, long desired.<page>Her saviour leaned close, sat beside, perfectly composed. In that charged, breathless moment not a word needed be spoken, <page>The maiden's shell felt suddenly tight. Her claws curled. No glance was shared, no claws touched, just perfect, aching love shared in silence, together...",
TUK_BUY,"Mnngh... this Geo is mine now. Don't try to take it back.<page>Here, take your food with you when you leave.",
CLOTH_FUNG_DREAM,"Am I in over my head? Even these shroom creatures almost did me in and far nastier things await further down.<page>Curse me and my foolish bravado! If I could shed my pride, I'd be asking this tiny warrior for help. ",
LITTLE_FOOL_LOCKED,Not so fast! That trial is closed to those without the proper experience. Try one of the other trials first.,
JINN_DREAM,"Does Jinn dream?... What purpose, mine?... To serve, enough?",
JINN_OFFER,...Would It offer gift so wonderful to Jinn...?,
TISO_BENCH_GREET,Ehh. Pale thing. You use these old lines? Pathetic. A real warrior carries himself to combat. He has no need for such convenience.,
BIGCAT_DREAM,One prefers its mind not be pried. Is rather unsettling. Rather invasive.,
KING_ABYSS_FINAL_C,You are the Hollow Knight.,
BRETTA_DREAM_BED,White Wanderer...don't be shy....cold outside....bed is soft... ,
BIGCAT_INTRO,"Ohrm... Tiny thing. You climb high. Seek then knowledge of these lands?<page>This ashen place is grave of Wyrm. Once told, it came to die. But what is death for that ancient being? More transformation methinks.<page>This failed kingdom is product of the being spawned from that event.",
JINN_RETURN,...It came back. Does it remember Jinn? Will It offer a gift? Trade for useless shinies?,
QUEEN_REPEAT_SHADECHARM,"That pulsing emptiness... Truly, it has been transformed by the revelations it found.<page>Does it... feel anything? Triumph? Or hate? If it does, I cannot sense it.<page>The fate of our Kingdom, our Hallownest... that future belongs to you now.",
XUN_DREAM,Ulll... Nemenoo... Nails and claws... Why must it be so?,
SPIDER_GREET,"Ahh! It returns. I do apologise about before. Heehee. No matter. No matter. My appetite oft gets the better of me. For now at least, I'm content.<page>Would you hear about myself? There's not so much to say. I'm a servant to the nest, though few in recent times would seek my service.<page>Our brood is lost to that pestilence of the mind. A sad fall for the most intelligent species. <page>Ah, but hmmm. I've eaten yes, and full. Then again, another little morsel would make me oh so happy. The perfect end to a meal...",
TISO_TOWN_GREET,"Pale thing. You wear that nail with ease. If you're in search of combat, you'll find no great warriors in this decaying burrow. <page>I've heard an arena exists somewhere below. One built for our like. Meet me there and we'll test what skills you possess.<page>I'll be heading down soon. Come and find me if you dare.",
LITTLE_FOOL_CHAMP,"A true fool keeps on fighting, even when there is no more glory to be gained. Step over to a board and make your mark! Show us how foolish you truly are!",
EMILITIA_MEET,"Ah, what a surprise! It's not often I receive visitors. It's been so long. Ages even. I just hope my manners haven't left me.<page>You've no doubt sensed my affluence. You're right to guess, I'm renowned amongst the upper caste of Hallownest.<page>...Well I was... once, until those cretins cast me out.<page>Have you met them, my former fellows? That's them outside, their bodies shambling around all mindless and empty. And I'm still alive to witness their pathetic demise.<page>Ahhh, I'm just so happy. Fate can be a wonderful thing.",
KING_ABYSS_02,No mind to think.,
KING_ABYSS_03,No will to break.,
KING_ABYSS_01,No cost too great.,
LEGEATER_DREAM,"I'll make more... and they'll give me more Geo. If someone comes by, they have to give me their Geo.<page>If you have enough Geo, you become a king. When I get enough Geo, I'll become a king...",
LEGEATER_NOSTOCK,I've got nothing left to show you. Do you want something more?<page>You're so greedy...,
XUN_HAVE_FLOWER,"Her grave lies in the middle of the Queen's old retreat, a far journey from here and the roads between are fraught with beasts.<page>Safe tiding on your journey. My heart does flutter to feel such kindness from so tiny a creature.",
BRETTA_DREAM_DAZED,...Shining figure...So bright...,
CLOTH_GHOST,"Well now that was something! A true battle of mighty warriors. So intense. So climactic. It's really everything I could have ever hoped for.<page>Thanks for all your help, my friend. For a tiny bug you set a valiant example. We'll meet again, I'm sure of it. ",
MASK_MAKER_UNMASK4,I see another takes mantle of king? Then grim responsibility that shall bestow.<page>No bug has ever laid claim to this whole. Even the beasts knew their limits and bound their realm at Nest's edge.<page>It is the ancient caste that made attempt at such vast rule. Hallownest's ruin reflects well those fared attempts.,
LEGEATER_REFUSE_AGAIN,"Still?! You're a greedy, nasty little wretch. You need to share your Geo...",
EMILITIA_GREET,"In times past I wouldn't have spoken with your likes, but now the rest of my caste are wonderfully, distantly deceased.<page>If I didn't welcome you I'd never have anyone to share my happiness with.",
BRETTA_DREAM_BENCH,"My saviour, so close... ",
TISO_LAKE_GREET,"Garrgh. What a calm place. It's action I want, vicious and deadly battle. This serenity is a bore.",
JINN_TALK_GENERIC,"...Does It wish to trade? If trade is desired, step before Jinn and trade can commence.",
SPIDER_DREAM,Gah!! Get out! Get out! Get out!,
CLOTH_TRAMWAY_GREET,"My friend, you dealt with all of those beasts?<page>I'm ashamed to say... I was hiding. Those ghastly things chased me and I ran. If you hadn't come along, who knows if I'd ever have survived.<page>Others take me for a fearsome warrior, what with my impressive size, but this kingdom's beasts, I wonder if I'm just no match for them?...",
XUN_MEET,"Ahhhh.... Me'hon. This world. This cruel, sinful world. Why does che' wake? Why does che' persist?<page>Ahhh Le'mer, you could not know of tragedy as complete as che's, true lovers stripped apart, two worlds that could not meet.<page>And now meled'lover, dead so long in time. Dead, so far away. Buried, moina? Ai. Amongst its hateful kin that did deny our union, that did reject che's... outside-ness.<page>She doesn't suppose?... Nahlo, Nahlo. Could che' ask? Could che' burden?<page>Le'mer, woulds't you, coulds't you deliver gift to her grave?<page>The gift is, maybe small? But the trek is long. She rests amongst her kind near our Queen's lush refuge.<page>Would such a thing be done? Che' asks perhaps impossible things? Mad things? For Le'mer to take up such quest would be a kindness che' has near forgotten. ",
DUNG_DEFENDER_DUNG_CHARM,"Ahh. You exude the proud odour of the Just. Truly, a mighty Knight you are. ",
TUK_DUNG,"Mmnnnnggghhh...? Your smell... Are you a friend, too? If you're a friend, I'll share my food with you.<page>When you see him again, our friend... tell him thank you. For helping me.",
CLOTH_TOWN_REPEAT,"I'll be off soon. It's a dangerous thing to trek the desolate sands beyond the kingdom. I'll need all my strength to survive them.<page>First though, a good rest is in order.",
MR_MUSHROOM_EXCUSE,...Oh. Excuse me.,
TUK_GREET,"Mmmnnnnnnngghhh... The water brings me everything I wish for... I just need to find it.<page>It brought you here, too. Are you hungry? I'll share my food with you... if you give me Geo.",
XUN_ACCEPT,"Rare boon you grant Le'mer. It will be che's last request. After this, never shall che' lay burden on another.<page>A sacred flower is the offering. It is a rare, delicate object. One of a kind. You must cherish it, must act as though it were your own heart.<page>If you were to get hurt whilst carrying it, or did to attempt ride those jolting transit beasts, it would forever be destroyed.<page>Her grave lies in the middle of the Queen's overgrown estate. It is surrounded by her kind, who will not look kindly on your trespass.<page>Take care Le'mer. My hopes I place upon you and my fervent wish that this small solace may come to pass.",
TISO_DREAM_BENCH,Those old stags could've been ferocious fighters. If only they weren't so servile...,
JINN_SHADE_CHARM,"This It... A rare It. Has not seen many, so vulnerable, but triumphant. Makes Jinn feel a thing... surprise?<page>Jinn misjudged... The It is not inferior. Perhaps... different? Different to Jinn. More complete? Different... like masters?",
MR_MUSHROOM_FINAL,"...Oh. I see. So you've been following me around then? I hope my travels haven't confused your own, distracted you.<page>Then again, a meandered journey still has meaning. It is, after all, from a journey we find our purpose, though a stop is more than just a stop.<page>And my if those stops can't be lovely things, wouldn't you say? Transcendant plateaus, distant sandy lands, vast ancient kingdoms. Yours was not the first, nor will it be the last, but it's a unique and special thing nonetheless.<page>Now, with my duties here finished, it's time I made graceful departure. Till next time my friend. Tis a long road we tread, but a joyous one.",
TISO_DREAM_LAKE,"That place calls to me. Somewhere beyond this lake, perhaps?",
CLOTH_QG_DREAM,It's time! I'll face that fear. Nola will be proud.,
CLOTH_FUNG_REPEAT,Keep sharp my adventurous friend. Stay alive and let's meet again on the road ahead.,
DUNG_UNDERGROUND_2,"My cave may seem a far cry from the finery of the palace but even still the memories of my former comrades, and our glorious King, remain fresh in my mind.<page>The Pale Court was a wondrous place full of the age's greatest heroes. Ahh! Looking at you now, I can easily imagine you standing amongst them. ",
TISO_TOWN_REPEAT,Hallownest... What challengers await in its ruin?,
XUN_GRAVE_INSPECT,Here sleeps the Traitors' child.,
BRETTA_ZOTE,Grey Prince...So dark...So troubled...,
TISO_COLOSSEUM,"Pale one. You found it too then, this perfect place. I'll soon be entering the battle. Just taking a moment to rest first.<page>Though few could truly challenge me, I'm hoping this arena presents the sort of brutal challenge I'm after.",
BIGCAT_KING_BRAND,Tiny thing... Oh hmm... The mark of Wyrm you bear. Is it change you seek? Or to save this ruin?<page>That choice is yours. Always the smallest creatures that attempts the largest things.,
BIGCAT_TALK_02,"Don't mistake. I am not a wyrm... Ohrm... Too small, I am. Too many limbs. No foresight like those old things. ",
KING_ABYSS_04,No voice to cry suffering.,
BLANK_TEST,,
CLOTH_TOWN_DREAM,"Nola, I'm coming. More challenging foes are out there, somewhere, but none in this ruin could take me to you...",
MOSS_CULTIST_DREAM_INFECTED,...Blazing...Bright...,
LEGEATER_CONVO3,"Beautiful, aren't they? These gifts I have... they're shiny and dangerous and lovely.<page>I made them. Don't be jealous... Give me Geo and you can have one.",
LEGEATER_CONVO2,Are you nice? If you're nice you'll give me Geo.<page>Maybe you aren't so nice...? Don't try to trick me... I'm not stupid.,
LEGEATER_CONVO1,"You don't like to be hurt, do you? Or... maybe you don't mind...?",
LEGEATER_BROKEN,"Eeeauuggh! You broke it! I gave you that charm as a gift, and you broke it! Clumsy little fool... Nasty.<page>Apologise, ask me nicely, and I'll fix it for you. Give me Geo and I'll fix it for you.",
DUNG_UNDERGROUND_DREAM,Where will the line of Hallownest's Great Knights end? With me? Can such a thing be passed on?,
LEGEATER_CONVO5,Are you curious? You're wondering... how I make my special gifts.<page>Eeeauuggh! Don't try to steal my secrets! I'll steal them right back.<page>If you're cruel to me... you'll be sorry. ,
LEGEATER_CONVO4,"Hmm. The air has changed, I can smell something new. Dangerous things are drifting through here now... are you scared?<page>If you stay here... I won't protect you.",
MOSS_CULTIST_02,"Light is life, beaming, pure, brilliant. To stifle that light is to suppress nature.<page>Nature suppressed distorts, plagues us. Embrace light! Achieve union! Oohh..Ahhh. ",
CLOTH_DEEPNEST_REPEAT,"I'm taking what brief rest I can, then I'm off in search of less terrifying challenge. This nest is no place to die.",
JINN_KING_BRAND,"...A King, the tiny It becomes. Jinn knows that mark, but cannot bow.<page>Jinn's masters are other... minds other... Not order. Not order, they seek.",
DUNG_DEFENDER_DREAM,...So there were others...,
KING_FINAL_WORDS,...Soul of Wyrm. Soul of Root. Heart of Void...,
TUK_DECLINE,"Mngh? If you don't want it, I'll keep it.",
KING_ABYSS_FINAL_B,You are the Vessel.,
XUN_REOFFER2,Woulds't you perhaps attempt the journey to che's lover's grave again?,
MINER_EARLY_2_B,Ha ha ha! Are you suh... surprised? I remembered the second verse! Lots of time to think while I work down here. Maybe I can even c-come up with some songs of my own!,
CLOTH_DEEPNEST_GREET,"This whole area swarms with deadly critters, biting, burning, scratching types. I'd thought to test my strength against them. Now that bravado has left me and all I feel is tired and sore.",
CLOTH_TRAMWAY_REPEAT,"I look forward to our next contact, tiny saviour. Then you'll meet a warrior with courage to match your own. ",
JINN_REFUSE,...It refuses to trade...? It has a will... all Its own. Can refuse. Jinn will keep waiting... until a gift comes.,
TUK_NOTENOUGH,Why don't you have enough Geo?!<page>Mnnghh! I won't share my food if you can't give me Geo.,
XUN_REOFFER,Me'hon? Does the heart beat a moment? Share pain of grief and hope to soothe it?<page>Would you convey che's final gift unto her lover's grave? ,
MASK_MAKER_UNMASK_REPEAT,"Faces I grant to all who'd request. Not task for I, but aid, gift to a world deserving.",
EMILITIA_REPEAT,Isn't life just wonderful...,
QUEEN_REPEAT_KINGSOUL,"Ahh! So it bears our once-fractured soul, now complete. Such strength, such resolve, such dedication! Is it more than simply a Vessel? I almost feel like I'm once again in the presence of my beloved Wyrm.<page>The Kingsoul... What is at the heart of it I wonder? If its curiosity wills it, it should seek out that place. That place where it was born, where it died, where it began...",
LEGEATER_NOTENOUGHGEO,A pauper... not enough Geo.<page>Leave now. Return with more Geo.,
MR_MUSHROOM_SHROOMISH3,"Mumushi ola, mumushi u nungoo. Myusha? Dungo myusha? Gungi, gungi...",
MINER_MEET_1_B,"Ha ha ha, do you know that one? It's one of my f-favourites! We can sing something else if you like. You start singing and I'll join in. I bet you have a b-b-beautiful singing voice! Ha ha ha!<page>So, what are you down here for? If you came to g-get wealthy, just look around you! These mines are still bursting with riches! There's p-p-plenty for everyone, just grab a pick and join in! Ha ha!",
QUEEN_DUNG,"...That scent. Does another travel with you? Is that you Ogrim, my mighty Knight?<page>I cannot see you, but then time has clouded my eyes and I cannot see much. Even your booming voice falls silent upon me.<page>Only this small one I register, if maybe because it shares some piece of myself. This one stands clear upon a misted world.<page>Ah.... But my my, that potent smell does recall such joyous memory. Only a short moment we had together, compared to ruin now endured, but what shining times they were.<page>I am grateful you would visit, even if to see me in somewhat faded form.",
EMILITIA_DREAM,"No doubt this one will meet its demise at the nails of the city's guards. I'll outlive you too little grub, as I did all the others.",
SPIDER_MEET,"Oh. Please. Please. Don't be shy. There are some nasties about here alright. Not me. I'm a friend to all and happy to serve a traveller so bold as you.<page>Is it information you seek? That I can provide. Yes. Oh yes. Heehee.<page>That village above here, home to a sad creature. Hers is a tale of tragic exchange. Cost her and her people greatly, though I suspect she bore no regret in making it. <page>Heehee, yes. I know. I know. You're intrigued. You want to know the tale. Well I'm sorry. I'd love to tell it, but I'm just, I'm very, very sorry, and I haven't eaten in some time...<page>And oh, I'm STAA-AARVING...",
DUNG_DEFENDER_SLEEP_DREAM,...Isma... So strong.... Teach me...,
CLOTH_TOWN_GREET,Ah! Tiny warrior. I'm glad I could see you again. You've inspired me! I'm about to head off in search of other places and other foes.<page>This quiet town's the perfect stop before I scale the cliffs and head out onto the plains.,
QUEEN_DREAM,So it can access a mind? Then the seals shall break before its blade. ,
MINER_EARLY_1_B,"You're welcome to join me, there's enough for both of us! Or if you don't feel like d-d-d-digging, you can just sit and sing with me! Ha ha ha!",
XUN_FAILED,"Ulll Waaaaii! Che's sacred, precious, one of its kind flower. Ruined. Che's love, denied her final gift. Such suffering for che'. Such misery. Che' thought she could bear no more.<page>...I suppose, che' does have one more flower though.<page>But Le'mer! This one is equally sacred and equally fragile. Where'st one to accept such quest, it must become mel'precious heart. Would such a thing be again be tried?",
XUN_REFUSE,You turn away? Che' should've expected such. This world is not one of favours. Only of heart-ache.,
CLOTH_DEEPNEST_DREAM,"Such bad luck. The critters about here are just terrifying. Those scuttling legs, those gnashing teeth.<page>Tis not the end I'd ever want to meet.  ",
LITTLE_FOOL_OPEN,Will you place your mark and attempt a trial?,
DUNG_DEFENDER_ISMA,"Ahh! That tear... You've been to her grove!<page>I swore I'd visit, but... my duties... my oath...<page>Oh, I'm sorry. Ignore me, I'm being foolish. If I'm not careful I'll sink down into old memories and won't ever come back again.<page>She's a great judge of character, so if she gave you her blessing you must be something special indeed. I'm barely worthy to be in your presence!",
LITTLE_FOOL_GREET,"Welcome back, warrior!",
LITTLE_FOOL_OFFER_1,"Make a contribution, and you can enter the Trial of the Warrior.",
MR_MUSHROOM_5,"...Well if things are getting too dangerous down there, maybe it's time to take a break?<page>Come back up and spend some time hunting, or gathering, or wandering aimlessly.<page>No, not too much longer now...",
LITTLE_FOOL_OFFER_3,"Make a contribution, and you can enter the Trial of the Fool.",
LITTLE_FOOL_OFFER_2,"Make a contribution, and you can enter the Trial of the Conqueror.",
LEGEATER_GREET,Enough talking! Your jabbering... annoying. Step over here and show me your Geo.,
MINER_INFECTED_REPEAT,"...Bury... body... cover... shell,<br>Darkness. No meaning... DANGEROUS... Still, remain...<br>LIGHT.... again...",
JINN_REOFFER,...Another? Does It offer gift to Jinn...?,
WHITE_DEFENDER_OUTRO_5,"How funny that I see you in my dreams too, little one. Your noble bearing reminds me of our dear King. When he returns, I'll ask him if you can become a Knight! What jolly adventures we will have...",
CLOTH_QG_GREET,"Ahhh tiny warrior. Then, you too come to test yourself against that traitorous tribe?<page>A deadly bunch they are that roost within these glades. I'd once've stayed well clear of them, but your actions have shown me the truth of it. We must face down our fears or be defeated by them.<page>If we both make it through, we can swap stories of our adventures. I'd look forward to that!",
LEGEATER_DUNG,Eeeauuggh! That smell you carry with you...<page>Ah! Ah! Ahhhhh!<page>...Very tasty!<page>You're sweet... to share such a tasty smell with me. Do you want a gift in return?<page>Cheaper... Yes. My beautiful gifts... I'll give them to you. Cheaper.,
WHITE_DEFENDER_OUTRO_4,My King... We will all be together once more...,
TISO_DREAM_COLOSSEUM,...The perfect challenge. I can already taste my victory...,
GIRAFFE_LOWER,"This place must once have been quite the hub, built at the border between two lands, that misty drop to one side and those bulbous growths another. <page>Neither place seems particularly welcoming so while my little treats last, I think I'll stay right here.",
MINER_INFECTED,"...Bury my body... c-cover my shell,<br>What meaning in darkness? Yet here I remain...<br>I'll wait here forever...till light blooms again...",
BRETTA_DIARY_1,"                         The White Saviour<br>The maiden woke in darkness. Confused she reached out. Sharp brambles jabbed at all sides. Burning acid bubbled close below. What nightmare had led her here? What hope of survival remained?<page>Doomed she thought herself and to despair she fell, until a light bloomed far in the distance, a bright, glowing spot fast approaching. It swept majestic about the thorns, leapt above burning waters and dove towards the maiden.<page>Coming close, the form revealed at last, a beautiful being, sharp horns gleaming white. Arms reached out for the damsel, gathering her up, grip firm...",
LEGEATER_REMEET,"You've changed your mind, haven't you? Give me Geo, and you can see something... nice.",
TISO_DREAM_TOWN,"This little squib clearly fears me. I'd kill it right here, but it'd be too pitiful an end.",
BIGCAT_TALK_03,"For quiet retreat did I climb up here, away from spitting creatures. Ormmph... Yes. High up. Away from simple minds, lost to light.<page>Theirs is a different kind of unity. Rejection of the Wyrm's attempt at order.<page>I resist the light's allure. Union it may offer, but also a mind bereft of thought... To instinct alone a bug is reduced...Hrrm...",
KING_ABYSS_05,Born of God and Void.,
QUEEN_TALK_01,"Within my roots, the weakening of the Vessel I plainly feel. Only two obvious outcomes there are from such a thing.<page>The first is inevitable on current course, regression, all minds relinquished to that pernicious plague.<page>The second I find preferable, and would seek your aid in its occurance, replacement.<page>I implore you, usurp the Vessel. Its supposed strength was ill-judged. It was tarnished by an idea instilled. But you. You are free of such blemishes. You could contain that thing inside.",
EMILITIA_KING_BRAND,"Oh... hmm... Could it be? You've returned at last? No. No... <page>Oh pardon me! For just a moment, I mistook a certain quality about you. You seemed almost... regal. <page>Silly, I know. It's clear you're not of high birth, wandering about all dirty and tattered like that. ",
DUNG_DEFENDER_1,"Oh, it's you again. I'm glad to see you return.<page>No, no, please... Don't say a word. I must apologise for my previous behaviour.<page>Entirely my fault. I mistook you for one of those mindless skulking husks, yet you bested me in the most majestic knightly fashion.",
DUNG_DEFENDER_3,"We knights defend against the physical, but a formless enemy. How to defeat such a foe?<page>Our King tried in his own way. A cruel means it was... And still, eventually, we were brought low.<page>Bah! I shouldn't be so morose. You've invigorated me. Tis' truly a delight to meet one whose strength can match my own.",
DUNG_DEFENDER_2,"Such joyful, vigorous combat. I'd almost forgotten the feeling.<page>I was once a Knight you see. By the grace of our good King, I stood proudly before the throne, watching Hallownest swell to greatness.<page>Then that nasty business with the affliction...",
BIGCAT_SHADECHARM,Ohhhmmmm... Tiny thing... It evolves beyond that Wyrm. Such union in a single being. A strength before unseen. Would it too challenge nature? It could perhaps defeat it.,
QUEEN_TALK_02,"I'll offer fair warning. The Vessel may itself be weak, but it is much empowered by that force within.<page>To claim its role requires strength of some magnitude. Prepare yourself well before attempting the task.",
JONN_NOEGG_REPEAT,...Will It seek out the gift Jinn wants? The horrible... round... disgusting gift? Will It return? Jinn will be waiting...,
XUN_GRAVE_FLOWER,Placed flower,
MASK_MAKER_REPEAT2,"For this kingdom's faceless, I shall provide. ",
LITTLE_FOOL_DREAM,"Lord Fool, give me another chance. I'll prove my strength to you!",
BRETTA_DIARY_4,"                         The Grey Prince<br>Heaving heavy breaths; flush from the exertion of battle; the figure emerged from the well. Triumph was his and trophy he bore to prove it, the fearsome skull of his vanquished opponent.<page>Startling warning he brought to the village, one that rung so true: Their white saviour, thought a hero by the bugs, was a vicious beast and this shrouded grey prince was in truth the hero deserved.<page>With honour and humility he recounted his quest below, his epic journey of one purpose, to find her, to protect her, his grey maiden, his partner in darkness...",
GIRAFFE_LOWER_REPEAT,"Feel free to stop by anytime. Though I do like the quiet in this station, a little company is always good for one's health.",
