ID,EN,TH
QUIRREL_TEACHER_1B,"To save Hallownest, the Teacher willingly became a seal, but upon herself she enacted an additional protection.<page>Though I cannot recall its happening, I played a part in that feat.",
QUIRREL_RUINS_4,Isn't this a wonderful spot for a rest? I so love the sound of the rain upon glass.,
QUIRREL_TEMPLE_6,Truly a marvel...,
QUIRREL_RUINS_1,"The capital lies before us my friend. What a sombre place it seems and one that holds the answers to many a mystery.<page>I too have felt the pull of this place, though now I sit before it I find myself hesitant to descend.<page>Is it fear I wonder, or something else that holds me back?   ",
QUIRREL_RUINS_2,"The city looks to be built into an enormous cavern, and the rain pours down from cracks in the stone above.<page>There must be a lot of water up there somewhere. I suppose, if the cave roof stayed strong this long, it should hold for us.<page>Before I leave this Kingdom, I'd like to see where all that water comes from. What a sight it must be!",
QUIRREL_RUINS_3,"If you look down from here, through the rain, you can just make out those twisted sentries, their husks still stuck in endless patrol.<page>I'd be cautious around them my short friend. Their training will not have been forgotten. This city presents some formidable foes.",
QUIRREL_FOGCANYON_B,I can feel it calling... Dare I head in? ,
QUIRREL_FOGCANYON_A,"Doesn't this kingdom just abound with surprises? A building atop an acid lake.<page>Despite the sight, I can't help but feel... familiarity? Something stirs in my mind, though I can't yet tell what..<page>I'd thought it my lust for discovery that led me here but now there seems something else.<page>This building beckons me.",
QUIRREL_TEMPLE_4,"To persevere in this ruin, that old nail alone just won't be enough. Though that's no problem! One only has to look around.<page>Plenty have come before us and most have met their grisly end, many more equipped than you and I.<page>I'm sure they wouldn't mind were a fellow explorer to relieve them of their tools. It's a kindness really. The dead shouldn't be burdened with such things.",
QUIRREL_MINES_4,So small it seems...,
QUIRREL_MANTIS_REPEAT,"My own route takes me towards that great city. If you search out the Nailsmith, it may not be long until our paths cross again.",
QUIRREL_MINES_1,"Ahh, quite a view, no?<page>I'm not surprised you survived the trek through these shimmering caverns.<page>There's an air of strength about you. I suspect it would be quite intimidating, if not for your small stature.",
QUIRREL_MINES_2,"Did it sadden you to see those miners below, still labouring at their endless task?<page>Even overcome, strong purpose has been imprinted upon their husks.<page>The crystal ore is said to contain a sort of energy, not as powerful as the soul the city dwellers harnessed but far less lethal.<page>...Strange to know such ancient facts. I wonder from where my knowledge comes?",
QUIRREL_MINES_3,"At this high vantage I can just make it out, the light from that sad little town.<page>I doubt its residents could even comprehend the scale of the world that surrounds them.",
DREAM_ARCHIVE_INTERIOR,"To think, such a small creature would bear this kingdom's fate.",
QUIRREL_TEACHER_3,"The Madam's life is extinguished and with it her seal breaks.<page>It's a heavy thing you attempt, but I've seen your prowess up close and she too believed you capable.<page>Be on your journey then, and allow me rest a time. With the deed complete, I begin to feel my age.",
QUIRREL_MEET_TEMPLE_C,"A great stone egg, lying in the corpse of an ancient kingdom. And this egg...Is it warm? It certainly gives off a unique air.<page>Can it be opened? There are strange marks all over it...<page>I do so love a mystery...And who knows what other marvels lie even deeper below us...",
QUIRREL_MEET_TEMPLE_B,"I'm Quirrel. I have something of an obsession with uncharted places.<page>This ancient kingdom holds many fascinating mysteries, and one of the most intriguing of them is standing right before us.",
DREAM_MANTIS_VILLAGE,"...Who was it that told me of the Nailsmith? I can't even remember, yet I can almost picture the smith himself... ",
QUIRREL_EPILOGUE_B,...Incredible...,
DREAM_LAKE,"To live an age, yet remember so little... Perhaps I should be thankful?<page>All tragedy erased. I see only wonders...",
DREAM_MINES,...These winds cry lonely. Better the comfort of rock above one's head. ,
QUIRREL_SPA_REPEAT,Why not join me for a time? These waters do wonders for weary legs. ,
QUIRREL_TEACHER_HESITATE,"Why do you hesitate? Mercy is a fine thing, but you and her agree this must be done. Be brave, friend.",
QUIRREL_QUEENSTATION_REPEAT,"Is it that, just faintly, you can still hear the echo of the bells?",
QUIRREL_EPILOGUE_A,"Again we meet, my short friend. Here at last, I feel at peace.<page>Twice I've seen this world and though my service may have stripped the first experience from me, I'm thankful I could witness its beauty again.<page>Hallownest is a vast and wondrous thing, but with as many wonders as it holds, I've seen none quite so intriguing as you.<page>Ha. My flattery returns only silent stoicism. I like that.<page>I like that very much.",
