ID,EN,TH
NOTE_PAINTMASTER,"""O God inspired, master of arts,<br>Whose works shall eternal endure,<br>Peer beyond Our minds and hearts,<br>Reveal to Us the God most pure!""<br>- Prayer to the Artist",
GET_GODFINDER_1,Device that resonates with beings of great power.,
GET_GODFINDER_2,"Seek the gods of Hallownest. Tune their power. Through their strength, ascend.",
LURKER_1,King! Mine!,
MARKER_B_DESC,"These markers are new additions to the shop. You can use them to record interesting spots on your map!<br><br>The colour is quite soothing, don't you think?",
ATRIUM_NPC_DREAM_4,...A bridge...,
FLUKE_HERMIT_PRAY,Gla! Wualala!<page>Mother! M-mother! Gla gla gla! Little sisters... grow grow grow!<page>Gla gla... Mother... <br>Am I... Mother...? Gla gla...,
GG_S_BROKENVESSEL,Broken shell of an empty god,
MAGE_KNIGHT_SUPER,Soul,
GODSEEKER_ENGINE_UNN_DREAM,"Sleeping God, to see thee as thou once existed, with land and dream and devotion, We would give our mind...",
GG_LOCKED_DESC_SOULMASTER,"Immortal, I rule the Sanctum",
GG_LOCKED_DESC_HIVEKNIGHT,I guard the heart of the hive for my Queen,
ORO_FLOWER,"What is this? Do you think it becoming for a pupil to drop rubbish in their master's home? Or is this gaudy flower your idea of a gift?<page>I've no use for such things. Take it with you, or else I'll toss it outside to be eaten by vermin.",
OPTIONS_CONTROLLER_PS4,Controller,
SLY_BOSS_SUB,,
FLUKE_HERMIT_SUB,,
MODAL_CONNECT_CONTROLLER_PROMPT,Connect a controller to continue,
GAME_NATIVE_INPUT_PS4,Native Controller Input,
GG_LOCKED_DESC_GRIM,I await the lighting of the lantern,
GODSEEKER_WATERWAYS_AWAKE_NO_GODFINDER,"Creeper. Dost thou see it? Shining. Brilliant. Our Godtuner.<page>Thou covet the Godtuner. Desire beyond desire! Take it then, for We have ascended beyond it. No need for such an instrument.",
GG_S_SLY,Cunning god of opportunity,
NAME_VOID_IDOL_1,Void Idol,
GG_S_FKNIGHT,Angry god of the downtrodden,
FLUKE_HERMIT_MAIN,Hermit,
GG_UNLOCK_BODY,Challenge the Gods of Hallownest. Take your place at their peak.,
GODSEEKER_ENGINE_PRIME,"Show reverence, o meagre one. Show fear! Thou approacheth a great and terrible God.<page>Though its worldly body be bound and defiled, the glory of its pure form endures, ruler of this pantheon. Its endless power shall attune Us to the one greater still, a God of Gods!<page>Meagre one, dost thou imagine thyself the equal of this God? Dost thou imagine thyself made in its image? Thou assume a similar shape, and the deep echo within thee seems familiar...<page>Ahh! What thoughts are these? Thou sow blasphemies in Our mind, wretch! Begone! We pray that the God of nothingness silence thee forever!",
ABSOLUTE_RADIANCE_MAIN,RADIANCE,
FLUKE_HERMIT_IDLE_3,Gla gla... Mother sends treasure... Gather it up...,
GG1ACHIEVE_TEXT,Complete the Pantheon of the Master,
UI_BINDING_NAIL,NAIL,
UI_MENU_ACHIEVEMENTS_XB1,Achievements,
GG_LOCKED_DESC_MIGHTYZOTE,I serve my Queen inside her dreams,
GG_S_LOST_KIN,Lost god of the Abyss,
NAME_PAINTMASTER_JOURNAL,Paintmaster Sheo,
DESC_VOID_IDOL_3,"Rare artifact from a time before Hallownest, its spires twined in a unified form.Contains a large amount of liquid from the Abyss, perfectly still.",
GODSEEKER_ENGINE_T5,"Mischief beyond mischief! We can not escape thee, even in this highest, most distant of pantheons.<page>O wielder of nail, o eater of Soul. Are thee a messenger of the Gods... or something stranger?<page>We will not defy thee, continue thy combat. We shall be listening closely...",
PROMPT_ASCEND_GG,ASCEND,
NOTE_GODSEEKER_MASK,"""Gods of Thunder, Gods of Rain! Why forsake thy servants? Will Our minds be left suffering, to ache alone? What God remains to deliver Us from this woeful silence?""<br>- Lament of the Godseekers",
GG_S_NAILPAINT,Talented god of artists and creators,
VENGEFLY_MAIN,King,
NAME_VOID_IDOL_3,Void Idol,
GG3ACHIEVE_TEXT,Complete the Pantheon of the Sage,
GG_LOCKED_DESC_SLY,I await you at a Pantheon's peak,
VENGEFLY_SUPER,Vengefly,
NOTE_NAILMASTERS,"""Gods by toil and nail bound,<br>Brothers sworn to guard the weak,<br>Masters of the sacred ground,<br>Help Us find the God We seek!""<br>- Prayer to the Masters",
NOTE_VOID_IDOL_3,"""Inspired or mad, those ancient bugs. They devoted their worship to no lord, or power, or strength, but to the very darkness itself.""<br>- Lemm",
GG_LOCKED_DESC_BROKENVESSEL,I sleep in the deep caves below the world,
SISTERS_SUPER,,
GG_S_RADIANCE,Forgotten god of light,
GG_LOCKED_DESC_MEGABEAMMINER,I rest amongst crystals and strange machinery,
VIDEO_SHADERS,Blur Quality:,
INV_NAME_GODFINDER,Godtuner,
GODSEEKER_WATERWAYS_DAZED,Hallowed... land... tune... gods...,
GG_LOCKED_DESC_GRUZ,I sleep amongst winding roads,
NAME_FAT_FLUKE,Flukemunga,
GODSEEKER_COFFIN_KEY,A cocoon chained with a simple lock.<br>Use simple key?,
GG_UNLOCK_FINAL_TALK,Savage! Intruder! No right thou hast to trespass within such sacred memory. Begone! Begone!,
UI_MENU_STYLE_CLASSIC,Classic,
UI_MENU_STYLE_STEEL,Steel Soul,
SLY_2,Point your nail at the thing you seek!,
SCREEN_GAMEPAD_PS4,Controller,
CONTROL_PROMPT_PS4,Use of a controller is highly recommended,
GODSEEKER_ENGINE_PRIME_REPEAT,"Thou art no God! Begone, pretender! Be silent!",
GRIMM_REMINDER_1,...The child...,
UI_MENU_ACHIEVEMENTS_ALT,Quests,
GODSEEKER_ENGINE_ROOT_DREAM,Pale mother... We barely dare to think. The chance of meeting is too rare.... but thine resonance! Could you be one of Them? ,
GG_S_TRAITORLORD,Treacherous god of anger,
STORMLAND_MAIN,Storms,
MARKER_R_DESC,These markers are new additions to the shop. You can use them to record interesting spots on your map!<br><br>This colour could be useful to remind yourself of hard-won battles.,
NAME_NOSK_HORNET,Winged Nosk,
GODSEEKER_RADIANCE_STATUE,"Woe! Thou Speck! To achieve victory, even if only against mere imprint of that most brilliant deity. Thine battles proves strength enough to impress.<br><page>But couldst thou ever hope to overcome that mighty God tuned at the core of dream and mind, when met in perfect state, at peak of all others? We think not!",
GG_LOCKED_DESC_HORNET,I watch over lush pathways and distant ash-swept graves,
GG_S_HIVEKNIGHT,Watchful god of duty,
GG_S_HK,Mighty god of nothingness,
GAME_CONTROLLER_RUMBLE_XB1,Vibration,
GG_LOCKED_DESC_LOBSTERLANCER,"I wait, weapon in hand, within the colosseum",
GG_S_GHOST_MARMU,Dreamborn god of gardens,
GODSEEKER_ENGINE_DREAM_GGMODE,"We bequeath our all. Our shell. Our mind. We are naught but vassal before thee, o glorious God of Gods!",
NAME_PALE_LURKER,Pale Lurker,
GODSEEKER_ENGINE_WYRM,"Even long departed, We feel the afterglow of the God-power that sat this throne... It lays heavy upon this kingdom.<page>That lingering power alone was beacon enough to draw Us to Hallownest. How bright it must have been to mortal bug stood before it.",
GODSEEKER_ENGINE_UNN,"Sleeping God, We can barely feel thy presence amongst the green left behind. What strength thee once possessed fades beyond time and tune...",
HORNET_GG_3,...Do they watch us struggle?..,
UI_BINDING_HEART,SHELL,
MEGA_MOSS_SUPER,Massive,
GG_S_NIGHTMARE_KING,God of nightmares,
GAME_NATIVE_ACHIEVEMENTS_SWITCH,Show Quests:,
GG4ACHIEVE_TEXT,Complete the Pantheon of the Knight,
GG_S_DUNGDEF,Kindly god of bravery and honour,
MATO_1,Brothers always fight together!,
UI_CHALLENGE_TITLE_SUPER_4,PANTHEON OF THE,
GODSEEKER_ENGINE,"Why hast thou crept into this pantheon, o meagre one? The noise of thine wriggling creates much discord, drowning out the godly resonances we attune Ourselves to!<page>Dost thou mean to thwart our sacred goal? Dost envy drive thou to such madness?<page>We pray that the Gods of this Kingdom punish thee, obliterate thee, utterly destroy thee!",
GG_LOCKED_DESC_MAWLEK,"I call out to no one, hidden by roads and highways",
GG4ACHIEVE_TITLE,Soul & Shade,
STORMLAND_SUPER,Land of,
GODSEEKER_ENGINE_2,"Ahh! Will the Gods not relieve Us of this troublesome speck? How it tests Us, seeing this worm raise its filthy weapon to the Gods!<page>Thou hast luck beyond luck, o speck! The Gods of this pantheon, for purpose beyond Our understanding, allow you amongst them.<page>Truly, the divine punishment they must be planning for you will be beyond all reckoning. Prepare thyself! Prepare thyself!",
DESC_FAT_FLUKE,"Aged fluke, grown fat on the rich refuse found in the pipes below the capital.",
GODSEEKER_ENGINE_REVISIT,"Thou return to this pantheon, though thou hast already ascended to its height?<page>Be this some strange way of drawing thyself closer to the Gods? Or do thee test thyself for sport?",
GG_S_GHOST_XERO,Dreamborn god of faith and betrayal,
MODE_GODSGLORY_DESC,Challenge the Gods of Hallownest.,
DESC_NATIVE_INPUT_PS4,Activate if experiencing controller issues. Requires restart of game.,
GG_S_MANTISLORDS,Noble sister gods of combat,
UI_BEGIN,BEGIN,
MARKER_W_DESC,"These markers are new additions to the shop. You can use them to record interesting spots on your map!<br><br>The material I used for this colour is quite rare, so it costs a little more.",
SLY_BOSS_SUPER,Great Nailsage,
NAME_NAILMASTERS,Oro & Mato,
GG_UNLOCK_TALK_DREAM,"What gods, to save Us of Our silent mind?",
UI_MENU_STYLE,Menu Style:,
UI_CHALLENGE_DESC_2,Seek the God Inspired,
UI_MENU_EXTRA_LB_DESC,"MAJOR UPDATE<br><br>ORIGINAL RELEASE DATE: March 2018<br><br>DESCRIPTION: Hollow Knight is refreshed and refined alongside its console debut.<br><br>A Kingdom Rebalanced - Hallownest’s many denizens receive countless tweaks and changes.<br><br>New Boss Fight - Challenge the ferocious knight-protector of an ancient queen.<br><br>Bosses Upgraded - Some smarter, some harder, one receiving a suite of new moves.<br><br>Map Markers - An extra tool in your cartographic journeys. Place them anywhere on your maps to remember a point of interest, a difficult foe or an item just out of reach.",
UI_MENU_EXTRA_GT_TITLE,The Grimm Troupe - Details,
ENRAGED_GUARDIAN_MAIN,Guardian,
GAME_CONTROLLER_RUMBLE_PS4,Vibration,
NAME_MEGA_BEAM_MINER_1,Crystal Guardian,
DESC_LANG,Change language in the Main Menu,
KNIGHT_STATUE_3,Void given focus. ,
DESC_GODSEEKER_MASK,"Strange mask from a godless land, passed down over time. The design suggests the wearer's thoughts were focused through the crest.",
PURE_VESSEL_5,...,
CTRL_NO_ACTIVE_DESC_PS4,Press a button on the controller or connect a new controller to activate,
TEMP_NM_MAIN,Oro & Mato,
GG_LOCKED_DESC_MEGAMOSS,Together we hunt in paths overgrown with green,
GODSEEKER_ENGINE_ROOT_REPEAT,"O majestic one, We beg thee reveal thyself! Our mind is so much less without you in it...",
DESC_HIVE_KNIGHT,Loyal protector of the Hive's Queen. Flightless but ferocious in battle.,
NAME_VOID_IDOL_2,Void Idol,
GG_S_MIGHTYZOTE,False god conjured by the lonely,
INV_DESC_FLOWER_BROKEN_QG,Taken from the Queen's Gardens. It has been destroyed and is now worthless.,
UI_MENU_STYLE_INFECTED,Infected,
GG_LOCKED_DESC_NAILPAINT,I await you at a Pantheon's peak,
NAME_FAILED_CHAMPION,Failed Champion,
ENRAGED_GUARDIAN_SUB,,
HORNET_GG_2,Little Ghost... What dreams we share...,
UI_MENU_STYLE_GG,Godmaster,
MODAL_CONNECT_CONTROLLER_PROMPT_PS4,Connect a controller to continue,
OBLOBBLES_MAIN,Oblobbles,
NAME_GODSEEKER_MASK,Weathered Mask,
GG2ACHIEVE_TITLE,Inspiration,
GRIMM_GG_2,A charming ritual... a pleasure! ,
CHALLENGE_UI_LEVEL1,ATTUNED,
GG_S_NOSK_HORNET,Deceptive god assuming a protector's form,
CHALLENGE_UI_LEVEL2,ASCENDED,
SAVE_WARNING,This game saves data automatically at certain points.<br> Please do not turn off the software while this symbol is displayed.,
UI_MENU_RUMBLE_PS4,Vibration,
GG_S_MEGAMOSS,Restless god of those who band together,
GODSEEKER_WASTE_MAIN,Junk Pit,
UI_MENU_STYLE_ETERNAL,The Eternal Ordeal,
UI_CHALLENGE_DESC_5,Seek the Kingdom's Forgotten Light,
UI_CHALLENGE_DESC_4,Seek the Pure God,
UI_CHALLENGE_DESC_3,Seek the God of Wealth and Power,
PROFILE_LOADING,Loading...,
UI_CHALLENGE_DESC_1,Seek the Gods of Nail and Shell,
GODSEEKER_WATERWAYS_WORLD_TUNE_EXTRA,"Tuning... An art, difficult. Never perfect. We, the ones below, We bond Our strength to the world. Follow what We give... listen for the Gods. Resonate. Attune! ",
NAME_SAGE_SLY,Great Nailsage Sly,
GG_LOCKED_DESC_NAILMASTER,Together we stand at a Pantheon's peak,
GG_S_MANTIS_LORD_V,Revered gods of a proud tribe,
FLUKE_HERMIT_IDLE_2,"Noisy... Gla gla... Scary up up... Stay here, gla...",
FLUKE_HERMIT_IDLE_5,Stronger... Gla gla... Bigger... Mother...,
FLUKE_HERMIT_IDLE_4,"Safe, gla... Little Sisters... Gla gla...",
NAME_HORNET_2,Hornet Sentinel,
NAME_HORNET_1,Hornet Protector,
NOTE_PURE_VESSEL,"""Deepest silence in holy shell,<br>Given nail and named a Knight,<br>Bound by chain and egg and spell,<br>Hear Our plea! Reveal thy Light!""<br>- Prayer to the Vessel",
GG3ACHIEVE_TITLE,Focus,
GG_LOCKED_DESC_NAILMASTERS,Together we stand at a Pantheon's peak,
MATO_2,Don't leave me behind!,
UI_CHALLENGE_TITLE_SUPER_5,PANTHEON OF,
PANTHEON_ENTER_1,"Thou most ungrateful of blemishes! The Gods in their great mercy allow thee to escape their first pantheon alive, yet still thee think to test thineself against their might?<br><page>Doom thyself then, that We may resume Our focus and ascend Our minds ever higher!",
GG_S_MAWLEK,Lonely god of the nest,
MAGE_KNIGHT_SUB,,
GG_S_FAILED_CHAMPION,Baleful god of regrets,
ATRIUM_NPC_DREAM_3,...Attune...,
GODSEEKER_WASTE_SUPER,,
PAINTMASTER_SUPER,Paintmaster,
SHEO_2,Are we all seeking something different?,
CTRL_NO_ACTIVE_PS4,No Active Controller,
DUNG_UNDERGROUND_1,"Ahh, you're awake, and looking well-rested!<page>I was startled when I woke to find you curled up beside me, but of course you're welcome to rest here whenever the world wearies you.<page>As the King granted his kingdom to shelter those who needed it, I offer my home. Stay as long as you like, down here where it's cosy and warm and moist.",
DESC_PALE_LURKER,"Forgotten champion of the Colosseum, drawn away by strange obsessions.",
SISTERS_MAIN,Sisters,
PLATINUM_DESC,Acquire all other trophies,
GG_S_GHOST_MARKOTH,Dreamborn god of meditation and isolation,
CTRL_DETACHED_PS4,No controller connected,
TEMP_NM_SUPER,Brothers,
NAILSMITH_CORPSE,...Pure...,
GODSEEKER_WATERWAYS_WHITEFLOWER_REPEAT,"Gods. Many shapes, they assume. This bloom, then? A splinter? Cast-off? Refuse of something greater?<page>No. No tune. If it sings... We can not hear it.",
FLUKE_HERMIT_PEERING,"Gla! Gla! Strange thing... lurking... waiting? Gla gla!<page>Mother's treasures... too scary, gla. Go away, gla gla!",
CTRL_MARKER_REMOVE,Remove,
CTRL_MARKER_CHANGE,Change Marker,
GG_LOCKED_DESC_HK,This empty god stands at a Pantheon's peak,
ENRAGED_GUARDIAN_SUPER,Enraged,
DESC_VOID_IDOL_1,Rare artifact from a time before Hallownest. Contains a drop of liquid from the Abyss.,
GODHOME_SUPER,,
MEGA_MOSS_SUB,,
HK_PRIME_MAIN,Pure Vessel,
NOTE_HIVE_KNIGHT,"Some creatures are born with duties and loyalties marked indelibly upon their minds. They are strong, but they are also slaves.",
PS4_ACHIEVE_GRIMM_END_TEXT,Complete the tale of the Grimm Troupe,
GG_LOCKED_DESC_COLLECTOR,I lurk at the peak of a forsaken tower,
UI_MENU_RUMBLE_XB1,Vibration,
GODSEEKER_ENGINE_REPEAT_T5,"Continue thy combat, o stranger, continue thy ritual. We shall be listening closely...",
GG_SUMMARY_TITLE,Hall of Gods,
MOH_MED,Medium,
GG_S_FLUKEMUM,Alluring God of motherhood,
CTRL_NONE_PS4,No controller connected,
ACHIEVEMENTS_BASE_SET_TEXT,Achievements for Hollow Knight.,
DESC_NATIVE_ACHIEVEMENTS_SWITCH,Show in-game messages when completing a quest.,
GG_LOCKED_DESC_UMMU,I sleep submerged in the depths of the archive,
GG_LOCKED_DESC_TRAITORLORD,I defile the gardens of false royalty,
MOH_HIGH,High,
UI_MENU_EXTRA_HD_TITLE,Hidden Dreams - Details,
UI_CHALLENGE_TITLE_SUPER_1,PANTHEON OF THE,
MARKER_Y_DESC,These markers are new additions to the shop. You can use them to  record interesting spots on your map!<br><br>This understated colour makes me think of hunting for treasure...,
MAIN_SWITCH_USER,Switch User,
GODSEEKER_WATERWAYS_AWAKE_3,"Gods. O Gods! Thy nature, mysterious. Uncanny. Even so for We who seek!<page>By attuning Ourselves We clutch at their greatness, their immortality. Their unknowable splendour.<page>Hallownest. This kingdom is blessed with true Gods. True! All around, the corpses of pretender Gods. But! Not in Hallownest...",
GODSEEKER_WATERWAYS_AWAKE_2,"What draws thee here, Crawler? Faith? Fear? Or do thee also seek the Gods?<page>Here. Heart of the Kingdom. We listen for them here. But some Gods are distant still. Must be awoken.<page>Take the Godtuner and seek ye the Gods! Seek! That they may find their way. Tuned to mind. Tuned to home.<page>Reward. As reward for thine services, ye shall be allowed to linger here. Linger and gaze. Linger and gaze on Our magnificent shell. Our overpowering beauty!",
GODSEEKER_WATERWAYS_AWAKE_1,"Creeper. Did thee wake Us?<page>Revived, this kingdom. These Gods, tuned and bested, gleaming in mind. Bright. Sharp.<page>...And this? Our form swells? Large? Nay. Immense. Majestic. Hibernation, so long forced upon Us, yet the shell that results is strong... So strong!<page>Thine gaze is adoring. Ye must think Us Godly. Amusing, foolish. But thou art faced with enormity and beauty, true...",
GODSEEKER_SUB,,
UI_MENU_STYLE_MODERN,Lifeblood,
PANTHEON_ENTER_0,"Wretch! Thou hast ordained thine own destruction!<br><page>Through sacred combat are We attuned to this Kingdom's greatest beings. By entering this gate thou hast challenged the very Gods of this Kingdom!<br><page>Dost thou consider thyself the equal of this pantheon, of its masters? Draw thy weapon then, fool of fools, and be damned for thy arrogance!",
GG_LOCKED_DESC_BIGBUZZ,I keep guard above a verdant land,
OBLOBBLES_SUPER,,
GODHOME_MAIN,Godhome,
NOTE_FAT_FLUKE,"When predators are too successful the surplus food they eat becomes soft bulk wrapped around their bodies. Still, these creatures at least seem to make good use of their additional weight.",
NAME_NAILMASTERS_JOURNAL,Nailmasters Oro & Mato,
GG_S_NAILMASTER,Loyal brother gods of the nail,
DESC_NAILMASTERS,"Brothers of the nail, trained in combat by the Great Nailsage.",
GG_LOCKED_DESC_GHOST_GALIEN,"I lie dreaming in darkness, surrounded by predators",
UI_BINDING_SOUL,SOUL,
NIGHTMARE_GRIMM_GG_1,Gods... bound by ritual...,
HIVE_KNIGHT_SUB,Knight,
GG5ACHIEVE_TITLE,Pure Completion,
UI_BINDING_CHARMS,CHARMS,
MARKER_Y_NAME,Token Marker,
DESC_SAGE_SLY,"Legendary sage of the nail arts and, recently, merchant of some success.",
GG_LOCKED_DESC_MAGEKNIGHT,I haunt the halls of a sanctum,
GODSEEKER_ENGINE_REPEAT_GGMODE,"Punish this shell, o God of Gods! Blast Our frail, worthless form to ash. We welcome thine fury! Desire beyond desire!",
DUNG_UNDERGROUND_2,"My cave may seem a far cry from the finery of the palace but even still the memories of my former comrades, and our glorious King, remain fresh in my mind.<page>The Pale Court was a wondrous place full of the age's greatest heroes. Ahh! Looking at you now, I can easily imagine you standing amongst them. ",
NAME_PAINTMASTER,Paintmaster Sheo,
TROPHIES_BASE_SET_TITLE,Hollow Knight Trophies,
ENDING_D_TEXT,Ascend the Pantheon of Hallownest and take your place at its peak,
GODSEEKER_ENGINE_WYRM_REPEAT,A God so strong... Yet erased so completely. How could it happen?,
GG_S_HORNET,God protector of a fading land,
AMELITIA_FLOWER,"What a curious specimen. Hah! Though even its pure aura is no match for the light of our dear King.<page>Keep your faint flora, bug. I've enough of my own to tend and surely you'd agree that mine are far finer.",
PS4_ACHIEVE_ENDING_TEXT,Defeat the Hollow Knight and complete the game.,
GG_S_BIGBUZZ,Vicious god of territories,
MODE_GODSGLORY,Godseeker,
GG_LOCKED_DESC_FLUKEMUM,I lie within a maze of pipes,
LURKER_2,For me! For you! For King!,
PAINTMASTER_SUB,,
SLY_1,Dreams of glory...,
GG_S_GRUZ,Slumbering god of fertility,
SLY_3,Remember... you are brothers...,
MARKER_R_NAME,Shell Marker,
